,Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
3761,grêmio,2012,37,figueirense,grêmio,-1,2,4,0,70,20,7,10,56,33,23,1,0,5,-3
3762,atlético-mg,2012,37,botafogo-rj,atlético-mg,-1,2,3,0,69,19,6,12,61,35,26,1,0,3,-9
3763,são paulo,2012,37,ponte preta,-,-1,0,0,0,63,19,12,6,56,36,20,0,0,-1,-4
3764,corinthians,2012,37,santos,-,1,1,1,0,57,15,10,12,50,36,14,0,0,6,-1
3765,vasco,2012,37,flamengo,-,1,1,1,0,55,15,12,10,43,43,0,0,0,3,-12
3766,cruzeiro,2012,37,coritiba,cruzeiro,1,2,1,0,52,15,15,7,45,48,-3,3,0,3,-4
3767,botafogo-rj,2012,37,atlético-mg,atlético-mg,1,2,3,0,52,14,13,10,57,48,9,0,2,1,-2
3768,internacional,2012,37,portuguesa,portuguesa,1,0,2,0,51,13,12,12,44,40,4,0,4,-4,-8
3769,santos,2012,37,corinthians,-,-1,1,1,0,50,12,11,14,47,43,4,0,0,4,-1
3770,flamengo,2012,37,vasco,-,-1,1,1,0,49,12,12,13,37,44,-7,0,0,6,-2
3771,ponte preta,2012,37,são paulo,-,1,0,0,0,47,12,14,11,37,44,-7,0,0,-2,1
3772,náutico,2012,37,bahia,-,-1,1,1,0,46,13,17,7,43,51,-8,0,0,2,-3
3773,coritiba,2012,37,cruzeiro,cruzeiro,-1,2,1,0,46,13,17,7,50,59,-9,0,3,5,-3
3774,portuguesa,2012,37,internacional,portuguesa,-1,0,2,0,44,10,13,14,39,41,-2,1,0,2,-2
3775,bahia,2012,37,náutico,-,1,1,1,0,44,10,13,14,36,41,-5,0,0,6,-1
3776,sport,2012,37,fluminense,-,1,1,1,0,41,10,16,11,39,55,-16,0,0,10,-1
3777,palmeiras,2012,37,atlético-go,atlético-go,1,1,2,0,34,9,21,7,38,51,-13,0,1,7,-5
3778,atlético-go,2012,37,palmeiras,atlético-go,-1,1,2,0,30,7,21,9,37,66,-29,1,0,3,-34
3779,figueirense,2012,37,grêmio,grêmio,1,2,4,0,30,7,21,9,39,69,-30,0,2,1,-4
3780,fluminense,2012,38,vasco,vasco,1,1,2,1,77,22,5,11,61,33,28,0,1,2,-9
3781,atlético-mg,2012,38,cruzeiro,atlético-mg,1,3,2,2,72,20,6,12,64,37,27,2,0,4,-10
3782,grêmio,2012,38,internacional,-,1,0,0,3,71,20,7,11,56,33,23,0,0,-1,1
3783,são paulo,2012,38,corinthians,são paulo,1,3,1,4,66,20,12,6,59,37,22,1,0,1,-5
3784,vasco,2012,38,fluminense,vasco,-1,1,2,5,58,16,12,10,45,44,1,1,0,4,-13
3785,corinthians,2012,38,são paulo,são paulo,-1,3,1,6,57,15,11,12,51,39,12,0,1,7,-2
3786,botafogo-rj,2012,38,flamengo,-,-1,2,2,7,53,14,13,11,59,50,9,0,0,2,-3
3787,santos,2012,38,palmeiras,santos,1,3,1,8,53,13,11,14,50,44,6,1,0,5,-2
3788,cruzeiro,2012,38,atlético-mg,atlético-mg,-1,3,2,9,52,15,16,7,47,51,-4,0,1,4,-5
3789,internacional,2012,38,grêmio,-,-1,0,0,10,52,13,12,13,44,40,4,0,0,-5,-7
3790,flamengo,2012,38,botafogo-rj,-,1,2,2,11,50,12,12,14,39,46,-7,0,0,7,-3
3791,coritiba,2012,38,figueirense,coritiba,1,3,0,12,49,14,17,7,53,59,-6,1,0,6,1
3792,náutico,2012,38,sport,náutico,1,1,0,13,49,14,17,7,44,51,-7,1,0,3,1
3793,ponte preta,2012,38,portuguesa,-,-1,0,0,14,48,12,14,12,37,44,-7,0,0,-3,1
3794,bahia,2012,38,atlético-go,bahia,-1,0,1,15,47,11,13,14,37,41,-4,1,0,7,0
3795,portuguesa,2012,38,ponte preta,-,1,0,0,16,45,10,13,15,39,41,-2,0,0,-1,1
3796,sport,2012,38,náutico,náutico,-1,1,0,17,41,10,17,11,39,56,-17,0,1,-1,-2
3797,palmeiras,2012,38,santos,santos,-1,3,1,18,34,9,22,7,39,54,-15,0,2,8,-6
3798,atlético-go,2012,38,bahia,bahia,1,0,1,19,30,7,22,9,37,67,-30,0,1,-1,-35
3799,figueirense,2012,38,coritiba,coritiba,-1,3,0,20,30,7,22,9,39,72,-33,0,3,-1,-5
3800,cruzeiro,2013,1,goiás,cruzeiro,1,5,0,0,3,1,0,0,5,0,5,1,0,1,1
3801,são paulo,2013,1,ponte preta,são paulo,-1,0,2,0,3,1,0,0,2,0,2,1,0,1,1
3802,criciúma,2013,1,bahia,criciúma,1,3,1,0,3,1,0,0,3,1,2,1,0,1,-1
3803,grêmio,2013,1,náutico,grêmio,1,2,0,0,3,1,0,0,2,0,2,1,0,1,1
3804,vasco,2013,1,portuguesa,vasco,1,1,0,0,3,1,0,0,1,0,1,1,0,1,1
3805,coritiba,2013,1,atlético-mg,coritiba,1,2,1,0,3,1,0,0,2,1,1,1,0,1,-1
3806,fluminense,2013,1,athlético-pr,fluminense,1,2,1,0,3,1,0,0,2,1,1,1,0,1,-1
3807,botafogo-rj,2013,1,corinthians,-,-1,1,1,0,1,0,0,1,1,1,0,0,0,1,-1
3808,internacional,2013,1,vitória,-,-1,2,2,0,1,0,0,1,2,2,0,0,0,1,-1
3809,flamengo,2013,1,santos,-,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
3810,corinthians,2013,1,botafogo-rj,-,1,1,1,0,1,0,0,1,1,1,0,0,0,1,-1
3811,vitória,2013,1,internacional,-,1,2,2,0,1,0,0,1,2,2,0,0,0,1,-1
3812,santos,2013,1,flamengo,-,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
3813,portuguesa,2013,1,vasco,vasco,-1,1,0,0,0,0,1,0,0,1,-1,0,1,-1,-1
3814,atlético-mg,2013,1,coritiba,coritiba,-1,2,1,0,0,0,1,0,1,2,-1,0,1,1,-1
3815,athlético-pr,2013,1,fluminense,fluminense,-1,2,1,0,0,0,1,0,1,2,-1,0,1,1,-1
3816,bahia,2013,1,criciúma,criciúma,-1,3,1,0,0,0,1,0,1,3,-2,0,1,1,-1
3817,náutico,2013,1,grêmio,grêmio,-1,2,0,0,0,0,1,0,0,2,-2,0,1,-1,-1
3818,ponte preta,2013,1,são paulo,são paulo,1,0,2,0,0,0,1,0,0,2,-2,0,1,-1,-1
3819,goiás,2013,1,cruzeiro,cruzeiro,-1,5,0,0,0,0,1,0,0,5,-5,0,1,-1,-1
3820,são paulo,2013,2,vasco,são paulo,1,5,1,0,6,2,0,0,7,1,6,2,0,2,-1
3821,cruzeiro,2013,2,athlético-pr,-,-1,2,2,0,4,1,0,1,7,2,5,0,0,2,-1
3822,vitória,2013,2,náutico,vitória,-1,0,3,0,4,1,0,1,5,2,3,1,0,2,0
3823,internacional,2013,2,criciúma,internacional,1,2,0,0,4,1,0,1,4,2,2,1,0,2,1
3824,coritiba,2013,2,bahia,-,-1,0,0,0,4,1,0,1,2,1,1,0,0,-1,0
3825,botafogo-rj,2013,2,santos,botafogo-rj,1,2,1,0,4,1,0,1,3,2,1,1,0,2,-2
3826,atlético-mg,2013,2,grêmio,atlético-mg,1,2,0,0,3,1,1,0,3,2,1,1,0,2,1
3827,ponte preta,2013,2,flamengo,ponte preta,-1,0,2,0,3,1,1,0,2,2,0,1,0,1,0
3828,criciúma,2013,2,internacional,internacional,-1,2,0,0,3,1,1,0,3,3,0,0,1,-1,-2
3829,grêmio,2013,2,atlético-mg,atlético-mg,-1,2,0,0,3,1,1,0,2,2,0,0,1,-1,-1
3830,fluminense,2013,2,portuguesa,portuguesa,-1,2,1,0,3,1,1,0,3,3,0,0,1,2,-2
3831,portuguesa,2013,2,fluminense,portuguesa,1,2,1,0,3,1,1,0,2,2,0,1,0,1,-2
3832,vasco,2013,2,são paulo,são paulo,-1,5,1,0,3,1,1,0,2,5,-3,0,1,2,-1
3833,corinthians,2013,2,goiás,-,-1,1,1,0,2,0,0,2,2,2,0,0,0,2,-2
3834,santos,2013,2,botafogo-rj,botafogo-rj,-1,2,1,0,1,0,1,1,1,2,-1,0,1,1,-1
3835,athlético-pr,2013,2,cruzeiro,-,1,2,2,0,1,0,1,1,3,4,-1,0,0,2,-2
3836,bahia,2013,2,coritiba,-,1,0,0,0,1,0,1,1,1,3,-2,0,0,-1,1
3837,flamengo,2013,2,ponte preta,ponte preta,1,0,2,0,1,0,1,1,0,2,-2,0,1,-2,-1
3838,goiás,2013,2,corinthians,-,1,1,1,0,1,0,1,1,1,6,-5,0,0,1,-2
3839,náutico,2013,2,vitória,vitória,1,0,3,0,0,0,2,0,0,5,-5,0,2,-2,-2
3840,são paulo,2013,3,atlético-mg,-,-1,0,0,0,7,2,0,1,7,1,6,0,0,-1,0
3841,vitória,2013,3,vasco,vitória,1,2,0,0,7,2,0,1,7,2,5,2,0,3,1
3842,botafogo-rj,2013,3,cruzeiro,botafogo-rj,1,2,1,0,7,2,0,1,5,3,2,2,0,3,-3
3843,fluminense,2013,3,criciúma,fluminense,1,3,0,0,6,2,1,0,6,3,3,1,0,3,1
3844,coritiba,2013,3,goiás,-,-1,1,1,0,5,1,0,2,3,2,1,0,0,1,-1
3845,corinthians,2013,3,ponte preta,corinthians,1,1,0,0,5,1,0,2,3,2,1,1,0,3,1
3846,cruzeiro,2013,3,botafogo-rj,botafogo-rj,-1,2,1,0,4,1,1,1,8,4,4,0,1,3,-2
3847,atlético-mg,2013,3,são paulo,-,1,0,0,0,4,1,1,1,3,2,1,0,0,-1,1
3848,internacional,2013,3,bahia,bahia,1,1,2,0,4,1,1,1,5,4,1,0,1,3,-1
3849,grêmio,2013,3,santos,-,-1,1,1,0,4,1,1,1,3,3,0,0,0,1,-2
3850,portuguesa,2013,3,náutico,-,-1,2,2,0,4,1,1,1,4,4,0,0,0,2,-3
3851,bahia,2013,3,internacional,bahia,-1,1,2,0,4,1,1,1,3,4,-1,1,0,1,-1
3852,ponte preta,2013,3,corinthians,corinthians,-1,1,0,0,3,1,2,0,2,3,-1,0,1,-1,-1
3853,criciúma,2013,3,fluminense,fluminense,-1,3,0,0,3,1,2,0,3,6,-3,0,2,-2,-3
3854,vasco,2013,3,vitória,vitória,-1,2,0,0,3,1,2,0,2,7,-5,0,2,-1,-2
3855,athlético-pr,2013,3,flamengo,-,1,2,2,0,2,0,1,2,5,6,-1,0,0,3,-3
3856,santos,2013,3,grêmio,-,1,1,1,0,2,0,1,2,2,3,-1,0,0,2,-2
3857,flamengo,2013,3,athlético-pr,-,-1,2,2,0,2,0,1,2,2,4,-2,0,0,1,-2
3858,goiás,2013,3,coritiba,-,1,1,1,0,2,0,1,2,2,7,-5,0,0,2,-3
3859,náutico,2013,3,portuguesa,-,1,2,2,0,1,0,2,1,2,7,-5,0,0,1,-3
3860,coritiba,2013,4,fluminense,coritiba,1,2,1,0,8,2,0,2,5,3,2,1,0,2,-2
3861,cruzeiro,2013,4,corinthians,cruzeiro,1,1,0,0,7,2,1,1,9,4,5,1,0,4,1
3862,são paulo,2013,4,goiás,goiás,1,0,1,0,7,2,1,1,7,2,5,0,1,-2,-1
3863,vitória,2013,4,grêmio,grêmio,-1,1,0,0,7,2,1,1,7,3,4,0,1,-1,-1
3864,botafogo-rj,2013,4,bahia,bahia,-1,2,1,0,7,2,1,1,6,5,1,0,1,4,-4
3865,grêmio,2013,4,vitória,grêmio,1,1,0,0,7,2,1,1,4,3,1,1,0,2,1
3866,bahia,2013,4,botafogo-rj,bahia,1,2,1,0,7,2,1,1,5,5,0,2,0,2,-2
3867,fluminense,2013,4,coritiba,coritiba,-1,2,1,0,6,2,2,0,7,5,2,0,1,4,-1
3868,criciúma,2013,4,santos,criciúma,1,3,1,0,6,2,2,0,6,7,-1,1,0,1,-4
3869,vasco,2013,4,atlético-mg,vasco,1,2,0,0,6,2,2,0,4,7,-3,1,0,1,1
3870,internacional,2013,4,portuguesa,-,-1,1,1,0,5,1,1,2,6,5,1,0,0,4,-2
3871,athlético-pr,2013,4,ponte preta,athlético-pr,-1,3,4,0,5,1,1,2,9,9,0,1,0,4,-4
3872,corinthians,2013,4,cruzeiro,cruzeiro,-1,1,0,0,5,1,1,2,3,3,0,0,1,-1,-1
3873,portuguesa,2013,4,internacional,-,1,1,1,0,5,1,1,2,5,5,0,0,0,3,-4
3874,goiás,2013,4,são paulo,goiás,-1,0,1,0,5,1,1,2,3,7,-4,1,0,3,-2
3875,atlético-mg,2013,4,vasco,vasco,-1,2,0,0,4,1,2,1,3,4,-1,0,1,-2,-1
3876,náutico,2013,4,flamengo,náutico,-1,0,1,0,4,1,2,1,3,7,-4,1,0,2,-2
3877,ponte preta,2013,4,athlético-pr,athlético-pr,1,3,4,0,3,1,3,0,5,7,-2,0,2,1,-2
3878,santos,2013,4,criciúma,criciúma,-1,3,1,0,2,0,2,2,3,6,-3,0,1,3,-3
3879,flamengo,2013,4,náutico,náutico,1,0,1,0,2,0,2,2,2,5,-3,0,1,-1,-3
3880,coritiba,2013,5,náutico,coritiba,1,1,0,0,11,3,0,2,6,3,3,2,0,3,1
3881,vitória,2013,5,athlético-pr,vitória,1,3,2,0,10,3,1,1,10,5,5,1,0,1,-2
3882,botafogo-rj,2013,5,ponte preta,botafogo-rj,-1,0,2,0,10,3,1,1,8,5,3,1,0,5,-3
3883,fluminense,2013,5,goiás,fluminense,1,2,1,0,9,3,2,0,9,6,3,1,0,5,-2
3884,são paulo,2013,5,grêmio,-,-1,1,1,0,8,2,1,2,8,3,5,0,0,1,-2
3885,cruzeiro,2013,5,internacional,-,1,2,2,0,8,2,1,2,11,6,5,0,0,5,-1
3886,grêmio,2013,5,são paulo,-,1,1,1,0,8,2,1,2,5,4,1,0,0,3,-1
3887,bahia,2013,5,vasco,-,-1,1,1,0,8,2,1,2,6,6,0,0,0,3,-3
3888,vasco,2013,5,bahia,-,1,1,1,0,7,2,2,1,5,8,-3,0,0,2,-1
3889,criciúma,2013,5,flamengo,flamengo,1,0,3,0,6,2,3,0,6,10,-4,0,1,-1,-5
3890,internacional,2013,5,cruzeiro,-,-1,2,2,0,6,1,1,3,8,7,1,0,0,5,-3
3891,portuguesa,2013,5,corinthians,-,-1,0,0,0,6,1,1,3,5,5,0,0,0,-1,-3
3892,corinthians,2013,5,portuguesa,-,1,0,0,0,6,1,1,3,3,3,0,0,0,-2,1
3893,flamengo,2013,5,criciúma,flamengo,-1,0,3,0,5,1,2,2,5,5,0,1,0,1,-2
3894,athlético-pr,2013,5,vitória,vitória,-1,3,2,0,5,1,2,2,11,12,-1,0,1,5,-5
3895,santos,2013,5,atlético-mg,santos,1,1,0,0,5,1,2,2,4,6,-2,1,0,4,1
3896,goiás,2013,5,fluminense,fluminense,-1,2,1,0,5,1,2,2,4,9,-5,0,1,4,-3
3897,atlético-mg,2013,5,santos,santos,-1,1,0,0,4,1,3,1,3,5,-2,0,2,-3,-2
3898,náutico,2013,5,coritiba,coritiba,-1,1,0,0,4,1,3,1,3,8,-5,0,1,-1,-3
3899,ponte preta,2013,5,botafogo-rj,botafogo-rj,1,0,2,0,3,1,4,0,5,9,-4,0,3,-1,-3
3900,botafogo-rj,2013,6,fluminense,botafogo-rj,1,1,0,0,13,4,1,1,9,5,4,2,0,6,1
3901,coritiba,2013,6,flamengo,-,-1,2,2,0,12,3,0,3,8,5,3,0,0,4,-1
3902,vitória,2013,6,goiás,goiás,-1,1,0,0,10,3,2,1,10,6,4,0,1,-1,-3
3903,fluminense,2013,6,botafogo-rj,botafogo-rj,-1,1,0,0,9,3,3,0,9,7,2,0,1,-1,-3
3904,cruzeiro,2013,6,portuguesa,-,-1,1,1,0,9,2,1,3,12,7,5,0,0,6,-2
3905,internacional,2013,6,vasco,internacional,1,5,3,0,9,2,1,3,13,10,3,1,0,6,-4
3906,corinthians,2013,6,bahia,corinthians,-1,0,2,0,9,2,1,3,5,3,2,1,0,1,1
3907,grêmio,2013,6,athlético-pr,-,-1,1,1,0,9,2,1,3,6,5,1,0,0,4,-2
3908,são paulo,2013,6,santos,santos,1,0,2,0,8,2,2,2,8,5,3,0,1,-1,-3
3909,santos,2013,6,são paulo,santos,-1,0,2,0,8,2,2,2,6,6,0,2,0,5,1
3910,bahia,2013,6,corinthians,corinthians,1,0,2,0,8,2,2,2,6,8,-2,0,1,-1,-4
3911,goiás,2013,6,vitória,goiás,1,1,0,0,8,2,2,2,5,9,-4,1,0,5,1
3912,atlético-mg,2013,6,criciúma,atlético-mg,1,3,2,0,7,2,3,1,6,7,-1,1,0,1,-3
3913,vasco,2013,6,internacional,internacional,-1,5,3,0,7,2,3,1,8,13,-5,0,1,3,-2
3914,portuguesa,2013,6,cruzeiro,-,1,1,1,0,7,1,1,4,6,6,0,0,0,1,-4
3915,ponte preta,2013,6,náutico,ponte preta,-1,1,3,0,6,2,4,0,8,10,-2,1,0,1,-4
3916,criciúma,2013,6,atlético-mg,atlético-mg,-1,3,2,0,6,2,4,0,8,13,-5,0,2,1,-6
3917,flamengo,2013,6,coritiba,-,1,2,2,0,6,1,2,3,7,7,0,0,0,2,-3
3918,athlético-pr,2013,6,grêmio,-,1,1,1,0,6,1,2,3,12,13,-1,0,0,6,-6
3919,náutico,2013,6,ponte preta,ponte preta,1,1,3,0,4,1,4,1,4,11,-7,0,2,1,-4
3920,coritiba,2013,7,athlético-pr,coritiba,1,1,0,0,15,4,0,3,9,5,4,1,0,5,1
3921,vitória,2013,7,são paulo,vitória,1,3,2,0,13,4,2,1,13,8,5,1,0,1,-4
3922,botafogo-rj,2013,7,grêmio,grêmio,-1,2,1,0,13,4,2,1,10,7,3,0,1,7,-1
3923,cruzeiro,2013,7,náutico,cruzeiro,1,3,0,0,12,3,1,3,15,7,8,1,0,7,1
3924,internacional,2013,7,fluminense,internacional,-1,2,3,0,12,3,1,3,16,12,4,2,0,7,-5
3925,grêmio,2013,7,botafogo-rj,grêmio,1,2,1,0,12,3,1,3,8,6,2,1,0,5,-3
3926,santos,2013,7,portuguesa,santos,1,4,1,0,11,3,2,2,10,7,3,3,0,6,-1
3927,atlético-mg,2013,7,corinthians,atlético-mg,-1,0,1,0,10,3,3,1,7,7,0,2,0,2,-2
3928,fluminense,2013,7,internacional,internacional,1,2,3,0,9,3,4,0,11,10,1,0,2,1,-4
3929,flamengo,2013,7,vasco,flamengo,-1,0,1,0,9,2,2,3,8,7,1,1,0,3,-2
3930,corinthians,2013,7,atlético-mg,atlético-mg,1,0,1,0,9,2,2,3,5,4,1,0,1,-1,-1
3931,bahia,2013,7,ponte preta,-,-1,0,0,0,9,2,2,3,6,8,-2,0,0,-2,-3
3932,goiás,2013,7,criciúma,-,-1,0,0,0,9,2,2,3,5,9,-4,0,0,-1,1
3933,são paulo,2013,7,vitória,vitória,-1,3,2,0,8,2,3,2,10,8,2,0,2,1,-4
3934,ponte preta,2013,7,bahia,-,1,0,0,0,7,2,4,1,8,10,-2,0,0,-1,1
3935,criciúma,2013,7,goiás,-,1,0,0,0,7,2,4,1,8,13,-5,0,0,-1,1
3936,vasco,2013,7,flamengo,flamengo,1,0,1,0,7,2,4,1,8,14,-6,0,2,-1,-3
3937,portuguesa,2013,7,santos,santos,-1,4,1,0,7,1,2,4,7,10,-3,0,1,2,-5
3938,athlético-pr,2013,7,coritiba,coritiba,-1,1,0,0,6,1,3,3,12,14,-2,0,1,-1,-7
3939,náutico,2013,7,cruzeiro,cruzeiro,-1,3,0,0,4,1,5,1,4,14,-10,0,3,-1,-5
3940,botafogo-rj,2013,8,náutico,botafogo-rj,1,2,0,0,16,5,2,1,12,7,5,1,0,8,1
3941,coritiba,2013,8,santos,-,-1,2,2,0,16,4,0,4,11,7,4,0,0,6,-1
3942,cruzeiro,2013,8,são paulo,cruzeiro,-1,0,3,0,15,4,1,3,18,7,11,2,0,8,1
3943,internacional,2013,8,flamengo,internacional,1,1,0,0,15,4,1,3,17,12,5,3,0,8,1
3944,vitória,2013,8,bahia,-,1,0,0,0,14,4,2,2,13,8,5,0,0,-1,1
3945,atlético-mg,2013,8,ponte preta,atlético-mg,1,4,0,0,13,4,3,1,11,7,4,3,0,3,1
3946,santos,2013,8,coritiba,-,1,2,2,0,12,3,2,3,12,9,3,0,0,7,-2
3947,grêmio,2013,8,criciúma,criciúma,-1,2,1,0,12,3,2,3,9,8,1,0,1,6,-4
3948,goiás,2013,8,portuguesa,goiás,1,2,1,0,12,3,2,3,7,10,-3,1,0,1,-1
3949,vasco,2013,8,fluminense,vasco,-1,1,3,0,10,3,4,1,11,15,-4,1,0,1,-4
3950,criciúma,2013,8,grêmio,criciúma,1,2,1,0,10,3,4,1,10,14,-4,1,0,1,-1
3951,corinthians,2013,8,athlético-pr,-,-1,1,1,0,10,2,2,4,6,5,1,0,0,1,-2
3952,bahia,2013,8,vitória,-,-1,0,0,0,10,2,2,4,6,8,-2,0,0,-3,-2
3953,fluminense,2013,8,vasco,vasco,1,1,3,0,9,3,5,0,12,13,-1,0,3,2,-5
3954,flamengo,2013,8,internacional,internacional,-1,1,0,0,9,2,3,3,8,8,0,0,1,-1,-3
3955,são paulo,2013,8,cruzeiro,cruzeiro,1,0,3,0,8,2,4,2,10,11,-1,0,3,-1,-5
3956,ponte preta,2013,8,atlético-mg,atlético-mg,-1,4,0,0,7,2,5,1,8,14,-6,0,1,-2,-1
3957,athlético-pr,2013,8,corinthians,-,1,1,1,0,7,1,3,4,13,15,-2,0,0,1,-8
3958,portuguesa,2013,8,goiás,goiás,-1,2,1,0,7,1,3,4,8,12,-4,0,2,3,-6
3959,náutico,2013,8,botafogo-rj,botafogo-rj,-1,2,0,0,4,1,6,1,4,16,-12,0,4,-2,-6
3960,cruzeiro,2013,9,atlético-mg,cruzeiro,1,4,1,0,18,5,1,3,22,8,14,3,0,9,-1
3961,botafogo-rj,2013,9,flamengo,-,-1,1,1,0,17,5,2,2,13,8,5,0,0,9,-1
3962,coritiba,2013,9,vitória,-,1,1,1,0,17,4,0,5,12,8,4,0,0,7,-2
3963,vitória,2013,9,coritiba,-,-1,1,1,0,15,4,2,3,14,9,5,0,0,1,-1
3964,grêmio,2013,9,fluminense,grêmio,1,2,0,0,15,4,2,3,11,8,3,1,0,7,1
3965,internacional,2013,9,náutico,náutico,-1,3,0,0,15,4,2,3,17,15,2,0,1,-1,-1
3966,atlético-mg,2013,9,cruzeiro,cruzeiro,-1,4,1,0,13,4,4,1,12,11,1,0,1,4,-1
3967,vasco,2013,9,criciúma,vasco,1,3,2,0,13,4,4,1,14,17,-3,2,0,2,-5
3968,bahia,2013,9,goiás,bahia,1,2,1,0,13,3,2,4,8,9,-1,1,0,1,-3
3969,santos,2013,9,ponte preta,ponte preta,-1,1,0,0,12,3,3,3,12,10,2,0,1,-1,-3
3970,goiás,2013,9,bahia,bahia,-1,2,1,0,12,3,3,3,8,12,-4,0,1,2,-2
3971,corinthians,2013,9,são paulo,-,1,0,0,0,11,2,2,5,6,5,1,0,0,-1,1
3972,criciúma,2013,9,vasco,vasco,-1,3,2,0,10,3,5,1,12,17,-5,0,1,2,-2
3973,ponte preta,2013,9,santos,ponte preta,1,1,0,0,10,3,5,1,9,14,-5,1,0,1,1
3974,flamengo,2013,9,botafogo-rj,-,1,1,1,0,10,2,3,4,9,9,0,0,0,1,-4
3975,athlético-pr,2013,9,portuguesa,athlético-pr,-1,2,3,0,10,2,3,4,16,17,-1,1,0,2,-9
3976,fluminense,2013,9,grêmio,grêmio,-1,2,0,0,9,3,6,0,12,15,-3,0,4,-1,-6
3977,são paulo,2013,9,corinthians,-,-1,0,0,0,9,2,4,3,10,11,-1,0,0,-2,-4
3978,náutico,2013,9,internacional,náutico,1,3,0,0,7,2,6,1,7,16,-9,1,0,1,1
3979,portuguesa,2013,9,athlético-pr,athlético-pr,1,2,3,0,7,1,4,4,10,15,-5,0,3,4,-7
3980,botafogo-rj,2013,10,vitória,botafogo-rj,1,2,0,0,20,6,2,2,15,8,7,1,0,10,1
3981,coritiba,2013,10,ponte preta,coritiba,1,5,3,0,20,5,0,5,17,11,6,1,0,8,-3
3982,cruzeiro,2013,10,fluminense,fluminense,-1,1,0,0,18,5,2,3,22,9,13,0,1,-1,-2
3983,bahia,2013,10,flamengo,bahia,1,3,0,0,16,4,2,4,11,9,2,2,0,2,1
3984,vitória,2013,10,botafogo-rj,botafogo-rj,-1,2,0,0,15,4,3,3,14,11,3,0,1,-1,-2
3985,santos,2013,10,internacional,santos,-1,1,2,0,15,4,3,3,14,11,3,1,0,1,-4
3986,grêmio,2013,10,corinthians,corinthians,-1,2,0,0,15,4,3,3,11,10,1,0,1,-1,-1
3987,internacional,2013,10,santos,santos,1,1,2,0,15,4,3,3,18,17,1,0,2,1,-2
3988,vasco,2013,10,goiás,-,-1,1,1,0,14,4,4,2,15,18,-3,0,0,3,-6
3989,corinthians,2013,10,grêmio,corinthians,1,2,0,0,14,3,2,5,8,5,3,1,0,1,1
3990,atlético-mg,2013,10,athlético-pr,athlético-pr,1,1,2,0,13,4,5,1,13,13,0,0,2,5,-2
3991,athlético-pr,2013,10,atlético-mg,athlético-pr,-1,1,2,0,13,3,3,4,18,18,0,2,0,3,-10
3992,goiás,2013,10,vasco,-,1,1,1,0,13,3,3,4,9,13,-4,0,0,3,-3
3993,fluminense,2013,10,cruzeiro,fluminense,1,1,0,0,12,4,6,0,13,15,-2,1,0,1,1
3994,são paulo,2013,10,náutico,são paulo,-1,0,1,0,12,3,4,3,11,11,0,1,0,1,-3
3995,criciúma,2013,10,portuguesa,-,-1,1,1,0,11,3,5,2,13,18,-5,0,0,3,-3
3996,ponte preta,2013,10,coritiba,coritiba,-1,5,3,0,10,3,6,1,12,19,-7,0,1,2,-1
3997,flamengo,2013,10,bahia,bahia,-1,3,0,0,10,2,4,4,9,12,-3,0,1,-1,-5
3998,portuguesa,2013,10,criciúma,-,1,1,1,0,8,1,4,5,11,16,-5,0,0,5,-8
3999,náutico,2013,10,são paulo,são paulo,1,0,1,0,7,2,7,1,7,17,-10,0,1,-1,-1
4000,botafogo-rj,2013,11,vasco,botafogo-rj,-1,2,3,0,23,7,2,2,18,10,8,2,0,11,-1
4001,cruzeiro,2013,11,coritiba,cruzeiro,1,1,0,0,21,6,2,3,23,9,14,1,0,1,1
4002,coritiba,2013,11,cruzeiro,cruzeiro,-1,1,0,0,20,5,1,5,17,12,5,0,1,-1,-4
4003,bahia,2013,11,são paulo,bahia,-1,1,2,0,19,5,2,4,13,10,3,3,0,3,-1
4004,vitória,2013,11,portuguesa,vitória,1,2,1,0,18,5,3,3,16,12,4,1,0,1,-3
4005,corinthians,2013,11,criciúma,corinthians,-1,0,2,0,17,4,2,5,10,5,5,2,0,2,1
4006,santos,2013,11,náutico,-,1,1,1,0,16,4,3,4,15,12,3,0,0,2,-5
4007,athlético-pr,2013,11,goiás,athlético-pr,1,2,0,0,16,4,3,4,20,18,2,3,0,4,1
4008,internacional,2013,11,grêmio,-,-1,1,1,0,16,4,3,4,19,18,1,0,0,2,-3
4009,grêmio,2013,11,internacional,-,1,1,1,0,16,4,3,4,12,11,1,0,0,1,-2
4010,vasco,2013,11,botafogo-rj,botafogo-rj,1,2,3,0,14,4,5,2,17,21,-4,0,1,4,-7
4011,fluminense,2013,11,ponte preta,-,-1,1,1,0,13,4,6,1,14,16,-2,0,0,2,-1
4012,atlético-mg,2013,11,flamengo,flamengo,-1,3,0,0,13,4,6,1,13,16,-3,0,3,-1,-3
4013,flamengo,2013,11,atlético-mg,flamengo,1,3,0,0,13,3,4,4,12,12,0,1,0,1,1
