,Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
3508,corinthians,2012,24,ponte preta,-,1,1,1,0,32,8,8,8,26,24,2,0,0,2,-3
3509,ponte preta,2012,24,corinthians,-,-1,1,1,0,32,8,8,8,30,32,-2,0,0,6,-7
3510,flamengo,2012,24,santos,santos,-1,2,0,0,30,8,10,6,25,34,-9,0,4,-3,-5
3511,santos,2012,24,flamengo,santos,1,2,0,0,30,7,8,9,28,31,-3,1,0,1,1
3512,coritiba,2012,24,atlético-go,coritiba,-1,1,2,0,29,8,11,5,37,42,-5,2,0,2,-1
3513,portuguesa,2012,24,fluminense,fluminense,1,0,2,0,29,7,9,8,24,26,-2,0,1,-1,-2
3514,náutico,2012,24,grêmio,grêmio,-1,2,0,0,28,8,12,4,29,40,-11,0,2,-1,-5
3515,bahia,2012,24,sport,-,-1,1,1,0,28,6,8,10,24,26,-2,0,0,2,-1
3516,sport,2012,24,bahia,-,1,1,1,0,23,5,11,8,20,33,-13,0,0,5,-5
3517,figueirense,2012,24,cruzeiro,figueirense,1,2,0,0,22,5,12,7,27,40,-13,1,0,6,1
3518,palmeiras,2012,24,vasco,vasco,-1,3,1,0,20,5,14,5,22,33,-11,0,2,1,-3
3519,atlético-go,2012,24,coritiba,coritiba,1,1,2,0,17,3,13,8,24,43,-19,0,1,4,-21
3520,fluminense,2012,25,atlético-go,atlético-go,1,1,2,0,53,15,2,8,41,17,24,0,1,12,-3
3521,atlético-mg,2012,25,náutico,náutico,-1,1,0,0,51,15,4,6,40,19,21,0,1,-1,-1
3522,grêmio,2012,25,flamengo,-,-1,1,1,0,48,15,7,3,37,21,16,0,0,4,-1
3523,vasco,2012,25,cruzeiro,-,-1,1,1,0,43,12,6,7,32,26,6,0,0,2,-4
3524,são paulo,2012,25,portuguesa,são paulo,1,3,1,0,39,12,10,3,37,28,9,1,0,1,-3
3525,botafogo-rj,2012,25,ponte preta,-,-1,0,0,0,37,10,8,7,38,31,7,0,0,-1,-2
3526,internacional,2012,25,sport,-,1,2,2,0,37,9,6,10,30,22,8,0,0,2,-10
3527,cruzeiro,2012,25,vasco,-,1,1,1,0,35,10,10,5,32,35,-3,0,0,1,-4
3528,corinthians,2012,25,palmeiras,corinthians,-1,0,2,0,35,9,8,8,28,24,4,1,0,3,-2
3529,santos,2012,25,coritiba,santos,-1,1,2,0,33,8,8,9,30,32,-2,2,0,2,-1
3530,ponte preta,2012,25,botafogo-rj,-,1,0,0,0,33,8,8,9,30,32,-2,0,0,-1,1
3531,náutico,2012,25,atlético-mg,náutico,1,1,0,0,31,9,12,4,30,40,-10,1,0,1,1
3532,flamengo,2012,25,grêmio,-,1,1,1,0,31,8,10,7,26,35,-9,0,0,1,-6
3533,bahia,2012,25,figueirense,bahia,1,2,1,0,31,7,8,10,26,27,-1,1,0,3,-2
3534,coritiba,2012,25,santos,santos,1,1,2,0,29,8,12,5,38,44,-6,0,1,3,-2
3535,portuguesa,2012,25,são paulo,são paulo,-1,3,1,0,29,7,10,8,25,29,-4,0,2,1,-3
3536,sport,2012,25,internacional,-,-1,2,2,0,24,5,11,9,22,35,-13,0,0,6,-6
3537,figueirense,2012,25,bahia,bahia,-1,2,1,0,22,5,13,7,28,42,-14,0,1,7,-1
3538,palmeiras,2012,25,corinthians,corinthians,1,0,2,0,20,5,15,5,22,35,-13,0,3,-1,-4
3539,atlético-go,2012,25,fluminense,atlético-go,-1,1,2,0,20,4,13,8,26,44,-18,1,0,5,-22
3540,fluminense,2012,26,náutico,fluminense,1,2,1,0,56,16,2,8,43,18,25,1,0,13,-4
3541,atlético-mg,2012,26,grêmio,-,1,0,0,0,52,15,4,7,40,19,21,0,0,-2,1
3542,grêmio,2012,26,atlético-mg,-,-1,0,0,0,49,15,7,4,37,21,16,0,0,-1,0
3543,vasco,2012,26,ponte preta,-,-1,0,0,0,44,12,6,8,32,26,6,0,0,-1,-3
3544,são paulo,2012,26,cruzeiro,são paulo,1,1,0,0,42,13,10,3,38,28,10,2,0,2,1
3545,internacional,2012,26,bahia,internacional,1,3,1,0,40,10,6,10,33,23,10,1,0,3,-11
3546,botafogo-rj,2012,26,corinthians,-,1,2,2,0,38,10,8,8,40,33,7,0,0,1,-3
3547,corinthians,2012,26,botafogo-rj,-,-1,2,2,0,36,9,8,9,30,26,4,0,0,4,-3
3548,cruzeiro,2012,26,são paulo,são paulo,-1,1,0,0,35,10,11,5,32,36,-4,0,1,-1,-5
3549,flamengo,2012,26,atlético-go,flamengo,-1,1,2,0,34,9,10,7,28,36,-8,1,0,2,-7
3550,ponte preta,2012,26,vasco,-,1,0,0,0,34,8,8,10,30,32,-2,0,0,-2,1
3551,santos,2012,26,portuguesa,portuguesa,1,1,3,0,33,8,9,9,31,35,-4,0,1,3,-2
3552,portuguesa,2012,26,santos,portuguesa,-1,1,3,0,32,8,10,8,28,30,-2,1,0,2,-4
3553,náutico,2012,26,fluminense,fluminense,-1,2,1,0,31,9,13,4,31,42,-11,0,1,2,-1
3554,bahia,2012,26,internacional,internacional,-1,3,1,0,31,7,9,10,27,30,-3,0,1,4,-3
3555,coritiba,2012,26,sport,sport,-1,1,0,0,29,8,13,5,38,45,-7,0,2,-1,-3
3556,sport,2012,26,coritiba,sport,1,1,0,0,27,6,11,9,23,35,-12,1,0,7,1
3557,palmeiras,2012,26,figueirense,palmeiras,-1,1,3,0,23,6,15,5,25,36,-11,1,0,1,-5
3558,figueirense,2012,26,palmeiras,palmeiras,1,1,3,0,22,5,14,7,29,45,-16,0,2,8,-2
3559,atlético-go,2012,26,flamengo,flamengo,1,1,2,0,20,4,14,8,27,46,-19,0,1,6,-23
3560,fluminense,2012,27,flamengo,fluminense,-1,0,1,0,59,17,2,8,44,18,26,2,0,14,-3
3561,atlético-mg,2012,27,portuguesa,-,-1,1,1,0,53,15,4,8,41,20,21,0,0,1,-1
3562,grêmio,2012,27,santos,-,1,1,1,0,50,15,7,5,38,22,16,0,0,1,-1
3563,vasco,2012,27,figueirense,vasco,1,3,1,0,47,13,6,8,35,27,8,1,0,1,-4
3564,são paulo,2012,27,coritiba,-,-1,1,1,0,43,13,10,4,39,29,10,0,0,3,-1
3565,internacional,2012,27,cruzeiro,-,-1,0,0,0,41,10,6,11,33,23,10,0,0,-1,-10
3566,corinthians,2012,27,sport,corinthians,1,3,0,0,39,10,8,9,33,26,7,1,0,5,1
3567,botafogo-rj,2012,27,bahia,bahia,-1,2,0,0,38,10,9,8,40,35,5,0,1,-1,-4
3568,cruzeiro,2012,27,internacional,-,1,0,0,0,36,10,11,6,32,36,-4,0,0,-2,1
3569,náutico,2012,27,atlético-go,náutico,1,2,0,0,34,10,13,4,33,42,-9,1,0,3,1
3570,flamengo,2012,27,fluminense,fluminense,1,0,1,0,34,9,11,7,28,37,-9,0,1,-1,-8
3571,bahia,2012,27,botafogo-rj,bahia,1,2,0,0,34,8,9,10,29,30,-1,1,0,5,1
3572,santos,2012,27,grêmio,-,-1,1,1,0,34,8,9,10,32,36,-4,0,0,4,-3
3573,ponte preta,2012,27,palmeiras,palmeiras,-1,3,0,0,34,8,9,10,30,35,-5,0,1,-3,-1
3574,portuguesa,2012,27,atlético-mg,-,1,1,1,0,33,8,10,9,29,31,-2,0,0,3,-5
3575,coritiba,2012,27,são paulo,-,1,1,1,0,30,8,13,6,39,46,-7,0,0,1,-4
3576,sport,2012,27,corinthians,corinthians,-1,3,0,0,27,6,12,9,23,38,-15,0,1,-1,-1
3577,palmeiras,2012,27,ponte preta,palmeiras,1,3,0,0,26,7,15,5,28,36,-8,2,0,2,1
3578,figueirense,2012,27,vasco,vasco,-1,3,1,0,22,5,15,7,30,48,-18,0,3,9,-3
3579,atlético-go,2012,27,náutico,náutico,-1,2,0,0,20,4,15,8,27,48,-21,0,2,-1,-24
3580,fluminense,2012,28,botafogo-rj,fluminense,1,1,0,0,62,18,2,8,45,18,27,3,0,15,1
3581,atlético-mg,2012,28,figueirense,atlético-mg,1,6,0,0,56,16,4,8,47,20,27,1,0,2,1
3582,grêmio,2012,28,cruzeiro,grêmio,1,2,1,0,53,16,7,5,40,23,17,1,0,2,-2
3583,vasco,2012,28,atlético-go,vasco,-1,0,1,0,50,14,6,8,36,27,9,2,0,2,-3
3584,são paulo,2012,28,palmeiras,são paulo,1,3,0,0,46,14,10,4,42,29,13,1,0,4,1
3585,internacional,2012,28,santos,-,-1,1,1,0,42,10,6,12,34,24,10,0,0,1,-11
3586,corinthians,2012,28,náutico,náutico,-1,2,1,0,39,10,9,9,34,28,6,0,1,6,-1
3587,botafogo-rj,2012,28,fluminense,fluminense,-1,1,0,0,38,10,10,8,40,36,4,0,2,-2,-5
3588,náutico,2012,28,corinthians,náutico,1,2,1,0,37,11,13,4,35,43,-8,2,0,4,-1
3589,cruzeiro,2012,28,grêmio,grêmio,-1,2,1,0,36,10,12,6,33,38,-5,0,1,1,-1
3590,portuguesa,2012,28,sport,portuguesa,1,5,1,0,36,9,10,9,34,32,2,1,0,4,-6
3591,flamengo,2012,28,bahia,-,1,0,0,0,35,9,11,8,28,37,-9,0,0,-2,1
3592,bahia,2012,28,flamengo,-,-1,0,0,0,35,8,9,11,29,30,-1,0,0,-1,1
3593,santos,2012,28,internacional,-,1,1,1,0,35,8,9,11,33,37,-4,0,0,5,-4
3594,ponte preta,2012,28,coritiba,coritiba,-1,1,0,0,34,8,10,10,30,36,-6,0,2,-4,-2
3595,coritiba,2012,28,ponte preta,coritiba,1,1,0,0,33,9,13,6,40,46,-6,1,0,2,1
3596,sport,2012,28,portuguesa,portuguesa,-1,5,1,0,27,6,13,9,24,43,-19,0,2,1,-2
3597,palmeiras,2012,28,são paulo,são paulo,-1,3,0,0,26,7,16,5,28,39,-11,0,1,-1,-1
3598,figueirense,2012,28,atlético-mg,atlético-mg,-1,6,0,0,22,5,16,7,30,54,-24,0,4,-1,-4
3599,atlético-go,2012,28,vasco,vasco,1,0,1,0,20,4,16,8,27,49,-22,0,3,-2,-25
3600,fluminense,2012,29,bahia,fluminense,-1,0,2,0,65,19,2,8,47,18,29,4,0,16,1
3601,grêmio,2012,29,sport,grêmio,-1,1,3,0,56,17,7,5,43,24,19,2,0,3,-3
3602,atlético-mg,2012,29,internacional,internacional,-1,3,0,0,56,16,5,8,47,23,24,0,1,-1,-1
3603,vasco,2012,29,são paulo,são paulo,1,0,2,0,50,14,7,8,36,29,7,0,1,-1,-4
3604,são paulo,2012,29,vasco,são paulo,-1,0,2,0,49,15,10,4,44,29,15,2,0,5,1
3605,internacional,2012,29,atlético-mg,internacional,1,3,0,0,45,11,6,12,37,24,13,1,0,2,1
3606,corinthians,2012,29,flamengo,corinthians,1,3,2,0,42,11,9,9,37,30,7,1,0,7,-2
3607,cruzeiro,2012,29,portuguesa,cruzeiro,1,2,0,0,39,11,12,6,35,38,-3,1,0,2,1
3608,botafogo-rj,2012,29,santos,santos,1,0,2,0,38,10,11,8,40,38,2,0,3,-3,-6
3609,santos,2012,29,botafogo-rj,santos,-1,0,2,0,38,9,9,11,35,37,-2,1,0,6,-3
3610,náutico,2012,29,ponte preta,ponte preta,-1,2,1,0,37,11,14,4,36,45,-9,0,1,5,-2
3611,ponte preta,2012,29,náutico,ponte preta,1,2,1,0,37,9,10,10,32,37,-5,1,0,1,-3
3612,coritiba,2012,29,palmeiras,coritiba,-1,0,1,0,36,10,13,6,41,46,-5,2,0,3,1
3613,portuguesa,2012,29,cruzeiro,cruzeiro,-1,2,0,0,36,9,11,9,34,34,0,0,1,-1,-7
3614,flamengo,2012,29,corinthians,corinthians,-1,3,2,0,35,9,12,8,30,40,-10,0,1,1,-1
3615,bahia,2012,29,fluminense,fluminense,1,0,2,0,35,8,10,11,29,32,-3,0,1,-2,-1
3616,sport,2012,29,grêmio,grêmio,1,1,3,0,27,6,14,9,25,46,-21,0,3,2,-3
3617,palmeiras,2012,29,coritiba,coritiba,1,0,1,0,26,7,17,5,28,40,-12,0,2,-2,-2
3618,figueirense,2012,29,atlético-go,figueirense,1,3,1,0,25,6,16,7,33,55,-22,1,0,1,-5
3619,atlético-go,2012,29,figueirense,figueirense,-1,3,1,0,20,4,17,8,28,52,-24,0,4,1,-26
3620,fluminense,2012,30,ponte preta,fluminense,1,2,1,0,68,20,2,8,49,19,30,5,0,17,-1
3621,atlético-mg,2012,30,sport,atlético-mg,1,2,1,0,59,17,5,8,49,24,25,1,0,1,-2
3622,grêmio,2012,30,botafogo-rj,-,1,1,1,0,57,17,7,6,44,25,19,0,0,4,-4
3623,são paulo,2012,30,figueirense,são paulo,1,2,0,0,52,16,10,4,46,29,17,3,0,6,1
3624,vasco,2012,30,santos,santos,-1,2,0,0,50,14,8,8,36,31,5,0,2,-2,-5
3625,internacional,2012,30,atlético-go,atlético-go,-1,3,1,0,45,11,7,12,38,27,11,0,1,3,-1
3626,corinthians,2012,30,portuguesa,-,-1,1,1,0,43,11,9,10,38,31,7,0,0,8,-3
3627,santos,2012,30,vasco,santos,1,2,0,0,41,10,9,11,37,37,0,2,0,7,1
3628,náutico,2012,30,palmeiras,náutico,1,1,0,0,40,12,14,4,37,45,-8,1,0,6,1
3629,cruzeiro,2012,30,flamengo,-,-1,1,1,0,40,11,12,7,36,39,-3,0,0,3,-1
3630,coritiba,2012,30,bahia,coritiba,1,2,1,0,39,11,13,6,43,47,-4,3,0,4,-1
3631,botafogo-rj,2012,30,grêmio,-,-1,1,1,0,39,10,11,9,41,39,2,0,0,1,-7
3632,portuguesa,2012,30,corinthians,-,1,1,1,0,37,9,11,10,35,35,0,0,0,1,-8
3633,ponte preta,2012,30,fluminense,fluminense,-1,2,1,0,37,9,11,10,33,39,-6,0,1,2,-4
3634,flamengo,2012,30,cruzeiro,-,1,1,1,0,36,9,12,9,31,41,-10,0,0,2,-2
3635,bahia,2012,30,coritiba,coritiba,-1,2,1,0,35,8,11,11,30,34,-4,0,2,1,-2
3636,sport,2012,30,atlético-mg,atlético-mg,-1,2,1,0,27,6,15,9,26,48,-22,0,4,3,-4
3637,palmeiras,2012,30,náutico,náutico,-1,1,0,0,26,7,18,5,28,41,-13,0,3,-3,-3
3638,figueirense,2012,30,são paulo,são paulo,-1,2,0,0,25,6,17,7,33,57,-24,0,1,-1,-6
3639,atlético-go,2012,30,internacional,atlético-go,1,3,1,0,23,5,17,8,31,53,-22,1,0,2,-27
3640,fluminense,2012,31,grêmio,-,1,2,2,0,69,20,2,9,51,21,30,0,0,18,-2
3641,atlético-mg,2012,31,santos,-,-1,2,2,0,60,17,5,9,51,26,25,0,0,2,-3
3642,grêmio,2012,31,fluminense,-,-1,2,2,0,58,17,7,7,46,27,19,0,0,5,-5
3643,são paulo,2012,31,atlético-go,são paulo,1,2,0,0,55,17,10,4,48,29,19,4,0,7,1
3644,vasco,2012,31,botafogo-rj,botafogo-rj,-1,3,2,0,50,14,9,8,38,34,4,0,3,1,-6
3645,internacional,2012,31,figueirense,figueirense,1,2,3,0,45,11,8,12,40,30,10,0,2,4,-2
3646,cruzeiro,2012,31,corinthians,cruzeiro,1,2,0,0,43,12,12,7,38,39,-1,1,0,4,1
3647,corinthians,2012,31,cruzeiro,cruzeiro,-1,2,0,0,43,11,10,10,38,33,5,0,1,-1,-4
3648,coritiba,2012,31,náutico,coritiba,1,2,1,0,42,12,13,6,45,48,-3,4,0,5,-2
3649,botafogo-rj,2012,31,vasco,botafogo-rj,1,3,2,0,42,11,11,9,44,41,3,1,0,2,-8
3650,santos,2012,31,atlético-mg,-,1,2,2,0,42,10,9,12,39,39,0,0,0,8,-1
3651,náutico,2012,31,coritiba,coritiba,-1,2,1,0,40,12,15,4,38,47,-9,0,1,7,-1
3652,portuguesa,2012,31,flamengo,-,1,0,0,0,38,9,11,11,35,35,0,0,0,-1,1
3653,ponte preta,2012,31,sport,sport,-1,3,1,0,37,9,12,10,34,42,-8,0,2,3,-5
3654,flamengo,2012,31,portuguesa,-,-1,0,0,0,37,9,12,10,31,41,-10,0,0,-1,-1
3655,bahia,2012,31,palmeiras,palmeiras,1,0,1,0,35,8,12,11,30,35,-5,0,3,-1,-3
3656,sport,2012,31,ponte preta,sport,1,3,1,0,30,7,15,9,29,49,-20,1,0,4,-5
3657,palmeiras,2012,31,bahia,palmeiras,-1,0,1,0,29,8,18,5,29,41,-12,1,0,1,-2
3658,figueirense,2012,31,internacional,figueirense,-1,2,3,0,28,7,17,7,36,59,-23,1,0,1,-7
3659,atlético-go,2012,31,são paulo,são paulo,-1,2,0,0,23,5,18,8,31,55,-24,0,1,-1,-28
3660,fluminense,2012,32,atlético-mg,atlético-mg,-1,3,2,0,69,20,3,9,53,24,29,0,1,19,-3
3661,atlético-mg,2012,32,fluminense,atlético-mg,1,3,2,0,63,18,5,9,54,28,26,1,0,3,-4
3662,grêmio,2012,32,coritiba,-,1,0,0,0,59,17,7,8,46,27,19,0,0,-1,1
3663,são paulo,2012,32,flamengo,flamengo,-1,1,0,0,55,17,11,4,48,30,18,0,1,-1,-1
3664,vasco,2012,32,internacional,internacional,1,1,2,0,50,14,10,8,39,36,3,0,4,2,-7
3665,internacional,2012,32,vasco,internacional,-1,1,2,0,48,12,8,12,42,31,11,1,0,5,-3
3666,botafogo-rj,2012,32,figueirense,botafogo-rj,-1,0,2,0,45,12,11,9,46,41,5,2,0,3,-7
3667,corinthians,2012,32,bahia,-,1,1,1,0,44,11,10,11,39,34,5,0,0,1,-5
3668,coritiba,2012,32,grêmio,-,-1,0,0,0,43,12,13,7,45,48,-3,0,0,-1,-1
3669,cruzeiro,2012,32,palmeiras,palmeiras,-1,2,0,0,43,12,13,7,38,41,-3,0,1,-1,-1
3670,santos,2012,32,ponte preta,ponte preta,-1,1,0,0,42,10,10,12,39,40,-1,0,1,-1,-2
3671,náutico,2012,32,portuguesa,-,1,0,0,0,41,12,15,5,38,47,-9,0,0,-1,1
3672,ponte preta,2012,32,santos,ponte preta,1,1,0,0,40,10,12,10,35,42,-7,1,0,4,1
3673,flamengo,2012,32,são paulo,flamengo,1,1,0,0,40,10,12,10,32,41,-9,1,0,1,1
3674,portuguesa,2012,32,náutico,-,-1,0,0,0,39,9,11,12,35,35,0,0,0,-2,1
3675,bahia,2012,32,corinthians,-,-1,1,1,0,36,8,12,12,31,36,-5,0,0,1,-4
3676,sport,2012,32,atlético-go,sport,-1,0,1,0,33,8,15,9,30,49,-19,2,0,5,-4
3677,palmeiras,2012,32,cruzeiro,palmeiras,1,2,0,0,32,9,18,5,31,41,-10,2,0,2,1
3678,figueirense,2012,32,botafogo-rj,botafogo-rj,1,0,2,0,28,7,18,7,36,61,-25,0,1,-1,-8
3679,atlético-go,2012,32,sport,sport,1,0,1,0,23,5,19,8,31,56,-25,0,2,-2,-29
3680,fluminense,2012,33,coritiba,fluminense,1,2,1,0,72,21,3,9,55,25,30,1,0,20,-4
3681,atlético-mg,2012,33,flamengo,-,1,1,1,0,64,18,5,10,55,29,26,0,0,4,-5
3682,grêmio,2012,33,bahia,-,-1,1,1,0,60,17,7,9,47,28,19,0,0,1,-1
3683,são paulo,2012,33,sport,são paulo,-1,2,4,0,58,18,11,4,52,32,20,1,0,1,-2
3684,internacional,2012,33,palmeiras,internacional,1,2,1,0,51,13,8,12,44,32,12,2,0,6,-4
3685,vasco,2012,33,corinthians,corinthians,-1,1,0,0,50,14,11,8,39,37,2,0,5,-1,-8
3686,botafogo-rj,2012,33,atlético-go,botafogo-rj,1,4,0,0,48,13,11,9,50,41,9,3,0,4,1
3687,corinthians,2012,33,vasco,corinthians,1,1,0,0,47,12,10,11,40,34,6,1,0,2,1
3688,coritiba,2012,33,fluminense,fluminense,-1,2,1,0,43,12,14,7,46,50,-4,0,1,1,-2
3689,cruzeiro,2012,33,ponte preta,ponte preta,-1,1,0,0,43,12,14,7,38,42,-4,0,2,-2,-2
3690,ponte preta,2012,33,cruzeiro,ponte preta,1,1,0,0,43,11,12,10,36,42,-6,2,0,5,1
3691,santos,2012,33,náutico,-,1,0,0,0,43,10,10,13,39,40,-1,0,0,-2,1
3692,náutico,2012,33,santos,-,-1,0,0,0,42,12,15,6,38,47,-9,0,0,-2,1
3693,flamengo,2012,33,atlético-mg,-,-1,1,1,0,41,10,12,11,33,42,-9,0,0,2,-1
3694,portuguesa,2012,33,figueirense,-,-1,0,0,0,40,9,11,13,35,35,0,0,0,-3,1
3695,bahia,2012,33,grêmio,-,1,1,1,0,37,8,12,13,32,37,-5,0,0,2,-5
3696,sport,2012,33,são paulo,são paulo,1,2,4,0,33,8,16,9,32,53,-21,0,1,6,-5
3697,palmeiras,2012,33,internacional,internacional,-1,2,1,0,32,9,19,5,32,43,-11,0,1,3,-1
3698,figueirense,2012,33,portuguesa,-,1,0,0,0,29,7,18,8,36,61,-25,0,0,-2,1
3699,atlético-go,2012,33,botafogo-rj,botafogo-rj,-1,4,0,0,23,5,20,8,31,60,-29,0,3,-3,-30
3700,fluminense,2012,34,são paulo,-,-1,1,1,0,73,21,3,10,56,26,30,0,0,21,-5
3701,atlético-mg,2012,34,coritiba,coritiba,-1,1,0,0,64,18,6,10,55,30,25,0,1,-1,-6
3702,grêmio,2012,34,ponte preta,grêmio,1,1,0,0,63,18,7,9,48,28,20,1,0,2,1
3703,são paulo,2012,34,fluminense,-,1,1,1,0,59,18,11,5,53,33,20,0,0,2,-3
3704,internacional,2012,34,náutico,náutico,-1,3,0,0,51,13,9,12,44,35,9,0,1,-1,-5
3705,vasco,2012,34,sport,sport,1,0,3,0,50,14,12,8,39,40,-1,0,6,-2,-9
3706,corinthians,2012,34,atlético-go,corinthians,-1,0,2,0,50,13,10,11,42,34,8,2,0,3,1
3707,botafogo-rj,2012,34,palmeiras,-,-1,2,2,0,49,13,11,10,52,43,9,0,0,5,-1
3708,coritiba,2012,34,atlético-mg,coritiba,1,1,0,0,46,13,14,7,47,50,-3,1,0,2,1
3709,santos,2012,34,cruzeiro,santos,-1,0,4,0,46,11,10,13,43,40,3,1,0,1,1
3710,náutico,2012,34,internacional,náutico,1,3,0,0,45,13,15,6,41,47,-6,1,0,1,1
3711,flamengo,2012,34,figueirense,flamengo,1,1,0,0,44,11,12,11,34,42,-8,1,0,3,1
3712,cruzeiro,2012,34,santos,santos,1,0,4,0,43,12,15,7,38,46,-8,0,3,-3,-3
3713,ponte preta,2012,34,grêmio,grêmio,-1,1,0,0,43,11,13,10,36,43,-7,0,1,-1,-1
3714,portuguesa,2012,34,bahia,bahia,1,0,1,0,40,9,12,13,35,36,-1,0,1,-4,-1
3715,bahia,2012,34,portuguesa,bahia,-1,0,1,0,40,9,12,13,33,37,-4,1,0,3,-4
3716,sport,2012,34,vasco,sport,-1,0,3,0,36,9,16,9,35,53,-18,1,0,7,-4
3717,palmeiras,2012,34,botafogo-rj,-,1,2,2,0,33,9,19,6,34,45,-11,0,0,4,-2
3718,figueirense,2012,34,flamengo,flamengo,-1,1,0,0,29,7,19,8,36,62,-26,0,1,-3,-1
3719,atlético-go,2012,34,corinthians,corinthians,1,0,2,0,23,5,21,8,31,62,-31,0,4,-4,-31
3720,fluminense,2012,35,palmeiras,fluminense,-1,2,3,0,76,22,3,10,59,28,31,1,0,22,-6
3721,grêmio,2012,35,são paulo,grêmio,1,2,1,0,66,19,7,9,50,29,21,2,0,3,-1
3722,atlético-mg,2012,35,vasco,-,-1,1,1,0,65,18,6,11,56,31,25,0,0,1,-7
3723,são paulo,2012,35,grêmio,grêmio,-1,2,1,0,59,18,12,5,54,35,19,0,1,3,-4
3724,corinthians,2012,35,coritiba,corinthians,1,5,1,0,53,14,10,11,47,35,12,3,0,4,-1
3725,botafogo-rj,2012,35,portuguesa,botafogo-rj,1,3,0,0,52,14,11,10,55,43,12,1,0,6,1
3726,vasco,2012,35,atlético-mg,-,1,1,1,0,51,14,12,9,40,41,-1,0,0,1,-10
3727,internacional,2012,35,ponte preta,ponte preta,-1,1,0,0,51,13,10,12,44,36,8,0,2,-2,-6
3728,flamengo,2012,35,náutico,flamengo,-1,0,1,0,47,12,12,11,35,42,-7,2,0,4,1
3729,cruzeiro,2012,35,bahia,cruzeiro,1,3,1,0,46,13,15,7,41,47,-6,1,0,1,-4
3730,coritiba,2012,35,corinthians,corinthians,-1,5,1,0,46,13,15,7,48,55,-7,0,1,3,-1
3731,ponte preta,2012,35,internacional,ponte preta,1,1,0,0,46,12,13,10,37,43,-6,1,0,1,1
3732,santos,2012,35,atlético-go,atlético-go,-1,2,1,0,46,11,11,13,44,42,2,0,1,2,-1
3733,náutico,2012,35,flamengo,flamengo,1,0,1,0,45,13,16,6,41,48,-7,0,1,-1,-1
3734,portuguesa,2012,35,botafogo-rj,botafogo-rj,-1,3,0,0,40,9,13,13,35,39,-4,0,2,-5,-2
3735,bahia,2012,35,cruzeiro,cruzeiro,-1,3,1,0,40,9,13,13,34,40,-6,0,1,4,-5
3736,sport,2012,35,figueirense,-,-1,1,1,0,37,9,16,10,36,54,-18,0,0,8,-5
3737,palmeiras,2012,35,fluminense,fluminense,1,2,3,0,33,9,20,6,36,48,-12,0,1,5,-3
3738,figueirense,2012,35,sport,-,1,1,1,0,30,7,19,9,37,63,-26,0,0,1,-2
3739,atlético-go,2012,35,santos,atlético-go,1,2,1,0,26,6,21,8,33,63,-30,1,0,1,-32
3740,fluminense,2012,36,cruzeiro,cruzeiro,1,0,2,0,76,22,4,10,59,30,29,0,1,-1,-7
3741,grêmio,2012,36,portuguesa,-,-1,2,2,0,67,19,7,10,52,31,21,0,0,4,-2
3742,atlético-mg,2012,36,atlético-go,-,1,2,2,0,66,18,6,12,58,33,25,0,0,2,-8
3743,são paulo,2012,36,náutico,são paulo,1,2,1,0,62,19,12,5,56,36,20,1,0,4,-5
3744,corinthians,2012,36,internacional,corinthians,-1,0,2,0,56,15,10,11,49,35,14,4,0,5,0
3745,vasco,2012,36,coritiba,vasco,-1,1,2,0,54,15,12,9,42,42,0,1,0,2,-11
3746,botafogo-rj,2012,36,sport,sport,-1,2,0,0,52,14,12,10,55,45,10,0,1,-1,-1
3747,internacional,2012,36,corinthians,corinthians,1,0,2,0,51,13,11,12,44,38,6,0,3,-3,-7
3748,cruzeiro,2012,36,fluminense,cruzeiro,-1,0,2,0,49,14,15,7,43,47,-4,2,0,2,-3
3749,santos,2012,36,figueirense,santos,1,2,0,0,49,12,11,13,46,42,4,1,0,3,1
3750,flamengo,2012,36,palmeiras,-,1,1,1,0,48,12,12,12,36,43,-7,0,0,5,-1
3751,coritiba,2012,36,vasco,vasco,1,1,2,0,46,13,16,7,49,57,-8,0,2,4,-2
3752,ponte preta,2012,36,bahia,bahia,-1,1,0,0,46,12,14,10,37,44,-7,0,1,-1,-1
3753,náutico,2012,36,são paulo,são paulo,-1,2,1,0,45,13,17,6,42,50,-8,0,2,1,-2
3754,bahia,2012,36,ponte preta,bahia,1,1,0,0,43,10,13,13,35,40,-5,1,0,5,1
3755,portuguesa,2012,36,grêmio,-,1,2,2,0,41,9,13,14,37,41,-4,0,0,1,-3
3756,sport,2012,36,botafogo-rj,sport,1,2,0,0,40,10,16,10,38,54,-16,1,0,9,1
3757,palmeiras,2012,36,flamengo,-,-1,1,1,0,34,9,20,7,37,49,-12,0,0,6,-4
3758,figueirense,2012,36,santos,santos,-1,2,0,0,30,7,20,9,37,65,-28,0,1,-1,-3
3759,atlético-go,2012,36,atlético-mg,-,-1,2,2,0,27,6,21,9,35,65,-30,0,0,2,-33
3760,fluminense,2012,37,sport,-,-1,1,1,0,77,22,4,11,60,31,29,0,0,1,-8
