Time,Temporada,Rodada,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
Portuguesa,2013,5,13,6,1,1,3,5,5,0,0,0,-1,-3
Flamengo,2013,5,14,5,1,2,2,5,5,0,1,0,1,-2
Athletico-PR,2013,5,15,5,1,2,2,11,12,-1,0,1,5,-5
Santos,2013,5,16,5,1,2,2,4,6,-2,1,0,4,1
Goiás,2013,5,17,5,1,2,2,4,9,-5,0,1,4,-3
Atlético-MG,2013,5,18,4,1,3,1,3,5,-2,0,2,-3,-2
Náutico,2013,5,19,4,1,3,1,3,8,-5,0,1,-1,-3
Ponte Preta,2013,5,20,3,1,4,0,5,9,-4,0,3,-1,-3
Botafogo,2013,6,1,13,4,1,1,9,5,4,2,0,6,1
Coritiba,2013,6,2,12,3,0,3,8,5,3,0,0,4,-1
Vitória,2013,6,3,10,3,2,1,10,6,4,0,1,-1,-3
Fluminense,2013,6,4,9,3,3,0,9,7,2,0,1,-1,-3
Cruzeiro,2013,6,5,9,2,1,3,12,7,5,0,0,6,-2
Internacional,2013,6,6,9,2,1,3,13,10,3,1,0,6,-4
Corinthians,2013,6,7,9,2,1,3,5,3,2,1,0,1,1
Grêmio,2013,6,8,9,2,1,3,6,5,1,0,0,4,-2
São Paulo,2013,6,9,8,2,2,2,8,5,3,0,1,-1,-3
Santos,2013,6,10,8,2,2,2,6,6,0,2,0,5,1
Bahia,2013,6,11,8,2,2,2,6,8,-2,0,1,-1,-4
Goiás,2013,6,12,8,2,2,2,5,9,-4,1,0,5,1
Atlético-MG,2013,6,13,7,2,3,1,6,7,-1,1,0,1,-3
Vasco,2013,6,14,7,2,3,1,8,13,-5,0,1,3,-2
Portuguesa,2013,6,15,7,1,1,4,6,6,0,0,0,1,-4
Ponte Preta,2013,6,16,6,2,4,0,8,10,-2,1,0,1,-4
Criciúma,2013,6,17,6,2,4,0,8,13,-5,0,2,1,-6
Flamengo,2013,6,18,6,1,2,3,7,7,0,0,0,2,-3
Athletico-PR,2013,6,19,6,1,2,3,12,13,-1,0,0,6,-6
Náutico,2013,6,20,4,1,4,1,4,11,-7,0,2,1,-4
Coritiba,2013,7,1,15,4,0,3,9,5,4,1,0,5,1
Vitória,2013,7,2,13,4,2,1,13,8,5,1,0,1,-4
Botafogo,2013,7,3,13,4,2,1,10,7,3,0,1,7,-1
Cruzeiro,2013,7,4,12,3,1,3,15,7,8,1,0,7,1
Internacional,2013,7,5,12,3,1,3,16,12,4,2,0,7,-5
Grêmio,2013,7,6,12,3,1,3,8,6,2,1,0,5,-3
Santos,2013,7,7,11,3,2,2,10,7,3,3,0,6,-1
Atlético-MG,2013,7,8,10,3,3,1,7,7,0,2,0,2,-2
Fluminense,2013,7,9,9,3,4,0,11,10,1,0,2,1,-4
Flamengo,2013,7,10,9,2,2,3,8,7,1,1,0,3,-2
Corinthians,2013,7,11,9,2,2,3,5,4,1,0,1,-1,-1
Bahia,2013,7,12,9,2,2,3,6,8,-2,0,0,-2,-3
Goiás,2013,7,13,9,2,2,3,5,9,-4,0,0,-1,1
São Paulo,2013,7,14,8,2,3,2,10,8,2,0,2,1,-4
Ponte Preta,2013,7,15,7,2,4,1,8,10,-2,0,0,-1,1
Criciúma,2013,7,16,7,2,4,1,8,13,-5,0,0,-1,1
Vasco,2013,7,17,7,2,4,1,8,14,-6,0,2,-1,-3
Portuguesa,2013,7,18,7,1,2,4,7,10,-3,0,1,2,-5
Athletico-PR,2013,7,19,6,1,3,3,12,14,-2,0,1,-1,-7
Náutico,2013,7,20,4,1,5,1,4,14,-10,0,3,-1,-5
Botafogo,2013,8,1,16,5,2,1,12,7,5,1,0,8,1
Coritiba,2013,8,2,16,4,0,4,11,7,4,0,0,6,-1
Cruzeiro,2013,8,3,15,4,1,3,18,7,11,2,0,8,1
Internacional,2013,8,4,15,4,1,3,17,12,5,3,0,8,1
Vitória,2013,8,5,14,4,2,2,13,8,5,0,0,-1,1
Atlético-MG,2013,8,6,13,4,3,1,11,7,4,3,0,3,1
Santos,2013,8,7,12,3,2,3,12,9,3,0,0,7,-2
Grêmio,2013,8,8,12,3,2,3,9,8,1,0,1,6,-4
Goiás,2013,8,9,12,3,2,3,7,10,-3,1,0,1,-1
Criciúma,2013,8,10,10,3,4,1,10,14,-4,1,0,1,-1
Vasco,2013,8,11,10,3,4,1,11,15,-4,1,0,1,-4
Corinthians,2013,8,12,10,2,2,4,6,5,1,0,0,1,-2
Bahia,2013,8,13,10,2,2,4,6,8,-2,0,0,-3,-2
Fluminense,2013,8,14,9,3,5,0,12,13,-1,0,3,2,-5
Flamengo,2013,8,15,9,2,3,3,8,8,0,0,1,-1,-3
São Paulo,2013,8,16,8,2,4,2,10,11,-1,0,3,-1,-5
Ponte Preta,2013,8,17,7,2,5,1,8,14,-6,0,1,-2,-1
Athletico-PR,2013,8,18,7,1,3,4,13,15,-2,0,0,1,-8
Portuguesa,2013,8,19,7,1,3,4,8,12,-4,0,2,3,-6
Náutico,2013,8,20,4,1,6,1,4,16,-12,0,4,-2,-6
Cruzeiro,2013,9,1,18,5,1,3,22,8,14,3,0,9,-1
Botafogo,2013,9,2,17,5,2,2,13,8,5,0,0,9,-1
Coritiba,2013,9,3,17,4,0,5,12,8,4,0,0,7,-2
Vitória,2013,9,4,15,4,2,3,14,9,5,0,0,1,-1
Grêmio,2013,9,5,15,4,2,3,11,8,3,1,0,7,1
Internacional,2013,9,6,15,4,2,3,17,15,2,0,1,-1,-1
Atlético-MG,2013,9,7,13,4,4,1,12,11,1,0,1,4,-1
Vasco,2013,9,8,13,4,4,1,14,17,-3,2,0,2,-5
Bahia,2013,9,9,13,3,2,4,8,9,-1,1,0,1,-3
Santos,2013,9,10,12,3,3,3,12,10,2,0,1,-1,-3
Goiás,2013,9,11,12,3,3,3,8,12,-4,0,1,2,-2
Corinthians,2013,9,12,11,2,2,5,6,5,1,0,0,-1,1
Criciúma,2013,9,13,10,3,5,1,12,17,-5,0,1,2,-2
Ponte Preta,2013,9,14,10,3,5,1,9,14,-5,1,0,1,1
Flamengo,2013,9,15,10,2,3,4,9,9,0,0,0,1,-4
Athletico-PR,2013,9,16,10,2,3,4,16,17,-1,1,0,2,-9
Fluminense,2013,9,17,9,3,6,0,12,15,-3,0,4,-1,-6
São Paulo,2013,9,18,9,2,4,3,10,11,-1,0,0,-2,-4
Náutico,2013,9,19,7,2,6,1,7,16,-9,1,0,1,1
Portuguesa,2013,9,20,7,1,4,4,10,15,-5,0,3,4,-7
Botafogo,2013,10,1,20,6,2,2,15,8,7,1,0,10,1
Coritiba,2013,10,2,20,5,0,5,17,11,6,1,0,8,-3
Cruzeiro,2013,10,3,18,5,2,3,22,9,13,0,1,-1,-2
Bahia,2013,10,4,16,4,2,4,11,9,2,2,0,2,1
Vitória,2013,10,5,15,4,3,3,14,11,3,0,1,-1,-2
Santos,2013,10,6,15,4,3,3,14,11,3,1,0,1,-4
Internacional,2013,10,7,15,4,3,3,18,17,1,0,2,1,-2
Grêmio,2013,10,8,15,4,3,3,11,10,1,0,1,-1,-1
Vasco,2013,10,9,14,4,4,2,15,18,-3,0,0,3,-6
Corinthians,2013,10,10,14,3,2,5,8,5,3,1,0,1,1
Atlético-MG,2013,10,11,13,4,5,1,13,13,0,0,2,5,-2
Athletico-PR,2013,10,12,13,3,3,4,18,18,0,2,0,3,-10
Goiás,2013,10,13,13,3,3,4,9,13,-4,0,0,3,-3
Fluminense,2013,10,14,12,4,6,0,13,15,-2,1,0,1,1
São Paulo,2013,10,15,12,3,4,3,11,11,0,1,0,1,-3
Criciúma,2013,10,16,11,3,5,2,13,18,-5,0,0,3,-3
Ponte Preta,2013,10,17,10,3,6,1,12,19,-7,0,1,2,-1
Flamengo,2013,10,18,10,2,4,4,9,12,-3,0,1,-1,-5
Portuguesa,2013,10,19,8,1,4,5,11,16,-5,0,0,5,-8
Náutico,2013,10,20,7,2,7,1,7,17,-10,0,1,-1,-1
Botafogo,2013,11,1,23,7,2,2,18,10,8,2,0,11,-1
Cruzeiro,2013,11,2,21,6,2,3,23,9,14,1,0,1,1
Coritiba,2013,11,3,20,5,1,5,17,12,5,0,1,-1,-4
Bahia,2013,11,4,19,5,2,4,13,10,3,3,0,3,-1
Vitória,2013,11,5,18,5,3,3,16,12,4,1,0,1,-3
Corinthians,2013,11,6,17,4,2,5,10,5,5,2,0,2,1
Santos,2013,11,7,16,4,3,4,15,12,3,0,0,2,-5
Athletico-PR,2013,11,8,16,4,3,4,20,18,2,3,0,4,1
Grêmio,2013,11,9,16,4,3,4,12,11,1,0,0,1,-2
Internacional,2013,11,10,16,4,3,4,19,18,1,0,0,2,-3
Vasco,2013,11,11,14,4,5,2,17,21,-4,0,1,4,-7
Fluminense,2013,11,12,13,4,6,1,14,16,-2,0,0,2,-1
Atlético-MG,2013,11,13,13,4,6,1,13,16,-3,0,3,-1,-3
Flamengo,2013,11,14,13,3,4,4,12,12,0,1,0,1,1
Goiás,2013,11,15,13,3,4,4,9,15,-6,0,1,-1,-4
São Paulo,2013,11,16,12,3,5,3,12,13,-1,0,1,2,-4
Criciúma,2013,11,17,11,3,6,2,13,20,-7,0,1,-1,-4
Ponte Preta,2013,11,18,11,3,6,2,13,20,-7,0,0,3,-2
Náutico,2013,11,19,8,2,7,2,8,18,-10,0,0,1,-2
Portuguesa,2013,11,20,8,1,5,5,12,18,-6,0,1,6,-9
Cruzeiro,2013,12,1,24,7,2,3,25,10,15,2,0,2,-1
Botafogo,2013,12,2,24,7,2,3,20,12,8,0,0,12,-2
Coritiba,2013,12,3,23,6,1,5,18,12,6,1,0,1,-3
Vitória,2013,12,4,19,5,3,4,17,13,4,0,0,2,-4
Athletico-PR,2013,12,5,19,5,3,4,21,18,3,4,0,5,1
Bahia,2013,12,6,19,5,3,4,13,11,2,0,1,-1,-2
Internacional,2013,12,7,19,5,3,4,20,18,2,1,0,3,-2
Corinthians,2013,12,8,18,4,2,6,11,6,5,0,0,3,-1
Santos,2013,12,9,17,4,3,5,16,13,3,0,0,3,-6
Grêmio,2013,12,10,16,4,4,4,12,12,0,0,1,-1,-3
Goiás,2013,12,11,16,4,4,4,11,16,-5,1,0,1,-5
Vasco,2013,12,12,15,4,5,3,18,22,-4,0,0,5,-8
Fluminense,2013,12,13,14,4,6,2,15,17,-2,0,0,3,-2
Atlético-MG,2013,12,14,14,4,6,2,15,18,-3,0,0,1,-4
Flamengo,2013,12,15,14,3,4,5,13,13,0,0,0,2,-1
São Paulo,2013,12,16,12,3,6,3,12,14,-2,0,2,-1,-5
Ponte Preta,2013,12,17,12,3,6,3,14,21,-7,0,0,4,-3
Criciúma,2013,12,18,11,3,7,2,14,22,-8,0,2,1,-5
Portuguesa,2013,12,19,9,1,5,6,13,19,-6,0,0,7,-10
Náutico,2013,12,20,8,2,8,2,9,20,-11,0,1,2,-3
Cruzeiro,2013,13,1,25,7,2,4,25,10,15,0,0,-1,1
Botafogo,2013,13,2,25,7,2,4,21,13,8,0,0,13,-3
Coritiba,2013,13,3,23,6,2,5,18,13,5,0,1,-1,-4
Corinthians,2013,13,4,21,5,2,6,13,6,7,1,0,4,1
Athletico-PR,2013,13,5,20,5,3,5,23,20,3,0,0,6,-1
Internacional,2013,13,6,20,5,3,5,22,20,2,0,0,4,-3
Grêmio,2013,13,7,19,5,4,4,15,12,3,1,0,1,-2
Vitória,2013,13,8,19,5,4,4,17,15,2,0,1,-1,-5
Bahia,2013,13,9,19,5,4,4,13,14,-1,0,2,-2,-3
Vasco,2013,13,10,18,5,5,3,19,22,-3,1,0,6,-7
Santos,2013,13,11,18,4,3,6,16,13,3,0,0,-1,-5
Flamengo,2013,13,12,17,4,4,5,16,15,1,1,0,3,-2
Goiás,2013,13,13,17,4,4,5,12,17,-5,0,0,2,-6
Atlético-MG,2013,13,14,15,4,6,3,15,18,-3,0,0,-1,-3
Ponte Preta,2013,13,15,15,4,6,3,17,22,-5,1,0,5,-4
Fluminense,2013,13,16,14,4,7,2,17,20,-3,0,1,4,-3
São Paulo,2013,13,17,12,3,7,3,13,16,-3,0,3,1,-6
Portuguesa,2013,13,18,12,2,5,6,15,20,-5,1,0,8,-11
Criciúma,2013,13,19,11,3,8,2,15,25,-10,0,3,2,-6
Náutico,2013,13,20,9,2,8,3,9,20,-11,0,0,-1,1
Botafogo,2013,14,1,26,7,2,5,24,16,8,0,0,14,-4
Cruzeiro,2013,14,2,25,7,3,4,26,13,13,0,1,1,-1
Coritiba,2013,14,3,24,6,2,6,19,14,5,0,0,1,-5
Grêmio,2013,14,4,22,6,4,4,18,13,5,2,0,2,-3
Vitória,2013,14,5,22,6,4,4,20,16,4,1,0,1,-6
Corinthians,2013,14,6,22,5,2,7,13,6,7,0,0,-1,1
Athletico-PR,2013,14,7,21,5,3,6,24,21,3,0,0,7,-2
Internacional,2013,14,8,21,5,3,6,25,23,2,0,0,5,-4
Bahia,2013,14,9,19,5,5,4,13,16,-3,0,3,-3,-4
Vasco,2013,14,10,19,5,5,4,20,23,-3,0,0,7,-8
Santos,2013,14,11,19,4,3,7,17,14,3,0,0,1,-6
Atlético-MG,2013,14,12,18,5,6,3,17,18,-1,1,0,1,1
Flamengo,2013,14,13,18,4,4,6,17,16,1,0,0,4,-3
Goiás,2013,14,14,18,4,4,6,13,18,-5,0,0,3,-7
Fluminense,2013,14,15,15,4,7,3,17,20,-3,0,0,-1,1
Ponte Preta,2013,14,16,15,4,7,3,18,25,-7,0,1,6,-5
Criciúma,2013,14,17,14,4,8,2,18,25,-7,1,0,3,1
São Paulo,2013,14,18,13,3,7,4,14,17,-3,0,0,2,-7
Portuguesa,2013,14,19,13,2,5,7,16,21,-5,0,0,9,-12
Náutico,2013,14,20,9,2,9,3,9,23,-14,0,1,-2,-1
Botafogo,2013,15,1,29,8,2,5,27,17,10,1,0,15,-5
Cruzeiro,2013,15,2,28,8,3,4,31,14,17,1,0,2,-2
Grêmio,2013,15,3,25,7,4,4,21,15,6,3,0,3,-4
Corinthians,2013,15,4,25,6,2,7,14,6,8,1,0,1,1
Coritiba,2013,15,5,24,6,3,6,19,15,4,0,1,-1,-6
Athletico-PR,2013,15,6,24,6,3,6,26,22,4,1,0,8,-3
Vitória,2013,15,7,22,6,5,4,21,21,0,0,1,2,-7
Internacional,2013,15,8,22,5,3,7,25,23,2,0,0,-1,1
Goiás,2013,15,9,21,5,4,6,14,18,-4,1,0,4,-6
Bahia,2013,15,10,20,5,5,5,13,16,-3,0,0,-4,1
Santos,2013,15,11,20,4,3,8,17,14,3,0,0,-1,-5
Atlético-MG,2013,15,12,19,5,6,4,17,18,-1,0,0,-1,1
Vasco,2013,15,13,19,5,6,4,22,26,-4,0,1,8,-9
Flamengo,2013,15,14,19,4,4,7,17,16,1,0,0,-1,1
Fluminense,2013,15,15,18,5,7,3,18,20,-2,1,0,1,1
Ponte Preta,2013,15,16,15,4,8,3,18,26,-8,0,2,-1,-6
Criciúma,2013,15,17,14,4,9,2,19,27,-8,0,1,4,-1
São Paulo,2013,15,18,14,3,7,5,14,17,-3,0,0,-1,-6
Portuguesa,2013,15,19,13,2,6,7,17,24,-7,0,1,10,-13
Náutico,2013,15,20,9,2,10,3,9,24,-15,0,2,-3,-2
Cruzeiro,2013,16,1,31,9,3,4,33,14,19,2,0,3,-1
Botafogo,2013,16,2,29,8,3,5,27,19,8,0,1,-1,-6
Grêmio,2013,16,3,28,8,4,4,22,15,7,4,0,4,-3
Athletico-PR,2013,16,4,27,7,3,6,28,22,6,2,0,9,1
Corinthians,2013,16,5,26,6,2,8,15,7,8,0,0,2,-1
Coritiba,2013,16,6,24,6,4,6,20,17,3,0,2,1,-7
Bahia,2013,16,7,23,6,5,5,15,16,-1,1,0,1,1
Santos,2013,16,8,23,5,3,8,19,14,5,1,0,1,1
Internacional,2013,16,9,23,5,3,8,28,26,2,0,0,1,-1
Atlético-MG,2013,16,10,22,6,6,4,19,19,0,1,0,1,-1
Vitória,2013,16,11,22,6,6,4,21,23,-2,0,2,-1,-8
Goiás,2013,16,12,22,5,4,7,17,21,-4,0,0,5,-7
Vasco,2013,16,13,20,5,6,5,23,27,-4,0,0,9,-10
Flamengo,2013,16,14,19,4,5,7,17,17,0,0,1,-2,-1
Fluminense,2013,16,15,18,5,8,3,19,22,-3,0,1,2,-1
Criciúma,2013,16,16,17,5,9,2,21,28,-7,1,0,5,-2
São Paulo,2013,16,17,17,4,7,5,16,18,-2,1,0,1,-7
Ponte Preta,2013,16,18,15,4,9,3,18,28,-10,0,3,-2,-7
Portuguesa,2013,16,19,13,2,7,7,18,26,-8,0,2,11,-14
Náutico,2013,16,20,9,2,11,3,9,26,-17,0,3,-4,-3
Cruzeiro,2013,17,1,34,10,3,4,38,17,21,3,0,4,-2
Grêmio,2013,17,2,31,9,4,4,23,15,8,5,0,5,1
Athletico-PR,2013,17,3,30,8,3,6,32,23,9,3,0,10,-1
Botafogo,2013,17,4,30,8,3,6,27,19,8,0,0,-2,1
Corinthians,2013,17,5,29,7,2,8,19,7,12,1,0,3,1
Santos,2013,17,6,26,6,3,8,21,14,7,2,0,2,1
Coritiba,2013,17,7,25,6,4,7,20,17,3,0,0,-1,1
Internacional,2013,17,8,24,5,3,9,28,26,2,0,0,-1,0
Atlético-MG,2013,17,9,23,6,6,5,19,19,0,0,0,-1,0
Bahia,2013,17,10,23,6,6,5,17,20,-3,0,1,2,-1
Goiás,2013,17,11,23,5,4,8,17,21,-4,0,0,-1,1
Vitória,2013,17,12,22,6,7,4,21,24,-3,0,3,-2,-9
Criciúma,2013,17,13,20,6,9,2,22,28,-6,2,0,6,-1
Vasco,2013,17,14,20,5,7,5,26,32,-6,0,1,10,-11
Flamengo,2013,17,15,19,4,6,7,17,21,-4,0,2,-3,-2
Fluminense,2013,17,16,18,5,9,3,19,24,-5,0,2,-1,-2
São Paulo,2013,17,17,18,4,7,6,16,18,-2,0,0,-1,-6
Portuguesa,2013,17,18,16,3,7,7,22,28,-6,1,0,12,-15
Ponte Preta,2013,17,19,15,4,10,3,18,29,-11,0,4,-3,-8
Náutico,2013,17,20,9,2,12,3,10,30,-20,0,4,1,-4
Cruzeiro,2013,18,1,37,11,3,4,41,18,23,4,0,5,-3
Athletico-PR,2013,18,2,33,9,3,6,34,24,10,4,0,11,-2
Botafogo,2013,18,3,33,9,3,6,30,20,10,1,0,1,-1
Grêmio,2013,18,4,31,9,5,4,23,17,6,0,1,-1,-1
Corinthians,2013,18,5,29,7,3,8,19,8,11,0,1,-1,-1
Internacional,2013,18,6,27,6,3,9,29,26,3,1,0,1,1
Santos,2013,18,7,26,6,4,8,22,16,6,0,1,3,-1
Goiás,2013,18,8,26,6,4,8,19,21,-2,1,0,1,1
Coritiba,2013,18,9,25,6,5,7,21,20,1,0,1,1,-1
Atlético-MG,2013,18,10,24,6,6,6,21,21,0,0,0,1,-1
Criciúma,2013,18,11,23,7,9,2,24,29,-5,3,0,7,-2
Vasco,2013,18,12,23,6,7,5,29,32,-3,1,0,11,-10
Bahia,2013,18,13,23,6,7,5,18,23,-5,0,2,3,-2
Vitória,2013,18,14,22,6,8,4,22,26,-4,0,4,1,-10
Flamengo,2013,18,15,22,5,6,7,19,22,-3,1,0,1,-3
Fluminense,2013,18,16,19,5,9,4,21,26,-5,0,0,1,-3
Portuguesa,2013,18,17,19,4,7,7,24,29,-5,2,0,13,-16
São Paulo,2013,18,18,18,4,8,6,17,20,-3,0,1,1,-7
Ponte Preta,2013,18,19,15,4,11,3,19,31,-12,0,5,1,-9
Náutico,2013,18,20,9,2,13,3,10,33,-23,0,5,-1,-5
Cruzeiro,2013,19,1,40,12,3,4,42,18,24,5,0,6,1
Botafogo,2013,19,2,36,10,3,6,32,21,11,2,0,2,-2
Grêmio,2013,19,3,34,10,5,4,26,19,7,1,0,1,-2
Athletico-PR,2013,19,4,34,9,3,7,34,24,10,0,0,-1,-1
Corinthians,2013,19,5,30,7,3,9,19,8,11,0,0,-2,1
Internacional,2013,19,6,30,7,3,9,32,27,5,2,0,2,-1
Santos,2013,19,7,29,7,4,8,23,16,7,1,0,4,1
Coritiba,2013,19,8,28,7,5,7,23,20,3,1,0,2,1
Goiás,2013,19,9,26,6,5,8,19,22,-3,0,1,-1,-1
Atlético-MG,2013,19,10,25,6,6,7,22,22,0,0,0,2,-2
Vasco,2013,19,11,24,6,7,6,29,32,-3,0,0,-1,1
Criciúma,2013,19,12,23,7,10,2,25,31,-6,0,1,8,-3
Vitória,2013,19,13,23,6,8,5,23,27,-4,0,0,2,-11
Bahia,2013,19,14,23,6,8,5,18,24,-6,0,3,-1,-3
Fluminense,2013,19,15,22,6,9,4,22,26,-4,1,0,2,1
Flamengo,2013,19,16,22,5,7,7,19,23,-4,0,1,-1,-4
Portuguesa,2013,19,17,19,4,8,7,26,32,-6,0,1,14,-17
São Paulo,2013,19,18,18,4,9,6,17,22,-5,0,2,-1,-8
Ponte Preta,2013,19,19,15,4,12,3,20,34,-14,0,6,2,-10
Náutico,2013,19,20,10,2,13,4,10,33,-23,0,0,-2,-4
Cruzeiro,2013,20,1,43,13,3,4,44,19,25,6,0,7,-1
Botafogo,2013,20,2,39,11,3,6,33,21,12,3,0,3,1
Grêmio,2013,20,3,37,11,5,4,28,19,9,2,0,2,-1
Athletico-PR,2013,20,4,35,9,3,8,35,25,10,0,0,1,-2
Internacional,2013,20,5,31,7,3,10,34,29,5,0,0,3,-2
Corinthians,2013,20,6,30,7,4,9,19,9,10,0,1,-3,-1
Santos,2013,20,7,29,7,5,8,24,18,6,0,1,5,-1
Atlético-MG,2013,20,8,28,7,6,7,25,22,3,1,0,3,1
Coritiba,2013,20,9,28,7,6,7,23,23,0,0,1,-1,-1
Goiás,2013,20,10,26,6,6,8,20,24,-4,0,2,1,-2
Flamengo,2013,20,11,25,6,7,7,21,24,-3,1,0,1,-5
Criciúma,2013,20,12,24,7,10,3,27,33,-6,0,0,9,-4
Vitória,2013,20,13,24,6,8,6,25,29,-4,0,0,3,-12
Vasco,2013,20,14,24,6,8,6,29,34,-5,0,1,-2,-1
Bahia,2013,20,15,24,6,8,6,20,26,-6,0,0,1,-4
Fluminense,2013,20,16,23,6,9,5,23,27,-4,0,0,3,-1
Portuguesa,2013,20,17,22,5,8,7,28,32,-4,1,0,15,1
São Paulo,2013,20,18,21,5,9,6,18,22,-4,1,0,1,1
Ponte Preta,2013,20,19,15,4,13,3,20,35,-15,0,7,-1,-11
Náutico,2013,20,20,10,2,14,4,10,35,-25,0,1,-3,-5
Cruzeiro,2013,21,1,46,14,3,4,45,19,26,7,0,8,1
Botafogo,2013,21,2,42,12,3,6,35,22,13,4,0,4,-1
Grêmio,2013,21,3,37,11,6,4,28,20,8,0,1,-1,-2
Athletico-PR,2013,21,4,35,9,4,8,35,26,9,0,1,-1,-3
Internacional,2013,21,5,34,8,3,10,35,29,6,1,0,4,-1
Atlético-MG,2013,21,6,31,8,6,7,26,22,4,2,0,4,1
Corinthians,2013,21,7,30,7,5,9,20,11,9,0,2,1,-2
Santos,2013,21,8,29,7,6,8,25,20,5,0,2,6,-2
Coritiba,2013,21,9,29,7,6,8,25,25,0,0,0,1,-2
Goiás,2013,21,10,29,7,6,8,22,25,-3,1,0,2,-3
Vitória,2013,21,11,27,7,8,6,27,30,-3,1,0,4,-13
Fluminense,2013,21,12,26,7,9,5,25,28,-3,1,0,4,-2
Flamengo,2013,21,13,26,6,7,8,22,25,-3,0,0,2,-6
Bahia,2013,21,14,25,6,8,7,22,28,-6,0,0,2,-5
Criciúma,2013,21,15,24,7,11,3,27,34,-7,0,1,-1,-5
São Paulo,2013,21,16,24,6,9,6,20,22,-2,2,0,2,1
Vasco,2013,21,17,24,6,9,6,29,36,-7,0,2,-3,-2
Portuguesa,2013,21,18,22,5,9,7,29,34,-5,0,1,16,-1
Ponte Preta,2013,21,19,16,4,13,4,21,36,-15,0,0,1,-12
Náutico,2013,21,20,10,2,15,4,11,37,-26,0,2,1,-6
Cruzeiro,2013,22,1,49,15,3,4,48,19,29,8,0,9,1
Botafogo,2013,22,2,42,12,4,6,35,25,10,0,1,-1,-2
Grêmio,2013,22,3,38,11,6,5,29,21,8,0,0,1,-3
Athletico-PR,2013,22,4,38,10,4,8,39,28,11,1,0,1,-4
Internacional,2013,22,5,34,8,4,10,35,31,4,0,1,-1,-2
Atlético-MG,2013,22,6,31,8,7,7,26,23,3,0,1,-1,-1
Vitória,2013,22,7,30,8,8,6,29,31,-2,2,0,5,-14
Corinthians,2013,22,8,30,7,6,9,20,13,7,0,3,-1,-3
Santos,2013,22,9,30,7,6,9,26,21,5,0,0,7,-3
Coritiba,2013,22,10,30,7,6,9,27,27,0,0,0,2,-3
Goiás,2013,22,11,30,7,6,9,24,27,-3,0,0,3,-4
Fluminense,2013,22,12,29,8,9,5,27,29,-2,2,0,5,-3
Bahia,2013,22,13,28,7,8,7,24,28,-4,1,0,3,1
São Paulo,2013,22,14,27,7,9,6,21,22,-1,3,0,3,1
Flamengo,2013,22,15,26,6,8,8,24,29,-5,0,1,3,-7
Portuguesa,2013,22,16,25,6,9,7,32,34,-2,1,0,17,1
Criciúma,2013,22,17,24,7,12,3,28,36,-8,0,2,1,-6
Vasco,2013,22,18,24,6,10,6,30,38,-8,0,3,1,-3
Ponte Preta,2013,22,19,19,5,13,4,23,36,-13,1,0,2,1
Náutico,2013,22,20,10,2,16,4,11,40,-29,0,3,-1,-7
Cruzeiro,2013,23,1,50,15,3,5,48,19,29,0,0,-1,1
Botafogo,2013,23,2,42,12,5,6,36,27,9,0,2,1,-3
Athletico-PR,2013,23,3,41,11,4,8,40,28,12,2,0,2,1
Grêmio,2013,23,4,39,11,6,6,29,21,8,0,0,-1,-2
Atlético-MG,2013,23,5,34,9,7,7,28,24,4,1,0,1,-2
Internacional,2013,23,6,34,8,5,10,35,32,3,0,2,-2,-3
Santos,2013,23,7,33,8,6,9,28,22,6,1,0,8,-4
Goiás,2013,23,8,33,8,6,9,25,27,-2,1,0,4,1
Vitória,2013,23,9,31,8,8,7,29,31,-2,0,0,-1,1
Bahia,2013,23,10,31,8,8,7,26,29,-3,2,0,4,-1
Corinthians,2013,23,11,31,7,6,10,20,13,7,0,0,-2,1
Coritiba,2013,23,12,31,7,6,10,28,28,0,0,0,3,-4
Fluminense,2013,23,13,30,8,9,6,28,30,-2,0,0,6,-4
Portuguesa,2013,23,14,28,7,9,7,33,34,-1,2,0,18,1
São Paulo,2013,23,15,27,7,10,6,21,23,-2,0,1,-1,-1
Flamengo,2013,23,16,27,6,8,9,24,29,-5,0,0,-1,-6
Criciúma,2013,23,17,24,7,13,3,29,38,-9,0,3,2,-7
Vasco,2013,23,18,24,6,11,6,31,40,-9,0,4,2,-4
Ponte Preta,2013,23,19,19,5,14,4,23,37,-14,0,1,-1,-1
Náutico,2013,23,20,11,2,16,5,11,40,-29,0,0,-2,1
Cruzeiro,2013,24,1,53,16,3,5,50,20,30,1,0,1,-1
Grêmio,2013,24,2,42,12,6,6,30,21,9,1,0,1,-1
Botafogo,2013,24,3,42,12,6,6,36,28,8,0,3,-1,-4
Athletico-PR,2013,24,4,41,11,5,8,43,33,10,0,1,3,-1
Atlético-MG,2013,24,5,37,10,7,7,31,25,6,2,0,2,-3
Vitória,2013,24,6,34,9,8,7,34,34,0,1,0,1,-1
Internacional,2013,24,7,34,8,6,10,36,34,2,0,3,1,-4
Fluminense,2013,24,8,33,9,9,6,30,31,-1,1,0,7,-5
Santos,2013,24,9,33,8,7,9,29,25,4,0,1,9,-5
Goiás,2013,24,10,33,8,7,9,26,29,-3,0,1,5,-1
Bahia,2013,24,11,32,8,8,8,26,29,-3,0,0,-1,1
