Time,Temporada,Rodada,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
atlético-mg,2011,2,0,6,2,0,0,6,1,5,2,0,2,-1
flamengo,2011,2,0,4,1,0,1,7,3,4,0,0,2,-1
botafogo-rj,2011,2,0,3,1,1,0,1,1,0,1,0,1,1
corinthians,2011,2,0,6,2,0,0,4,2,2,2,0,2,-2
palmeiras,2011,2,0,4,1,0,1,2,1,1,0,0,2,-1
ceará,2011,2,0,3,1,1,0,2,3,-1,1,0,2,0
são paulo,2011,2,0,6,2,0,0,3,0,3,2,0,2,1
vasco,2011,2,0,6,2,0,0,6,1,5,2,0,2,1
internacional,2011,3,0,4,1,1,1,5,4,1,1,0,1,-3
são paulo,2011,3,0,9,3,0,0,4,0,4,3,0,3,1
botafogo-rj,2011,3,0,4,1,1,1,3,3,0,0,0,2,-1
vasco,2011,3,0,6,2,1,0,7,6,1,0,1,3,-1
figueirense,2011,3,0,6,2,1,0,3,1,2,1,0,1,1
corinthians,2011,3,0,7,2,0,1,5,3,2,0,0,3,-3
fluminense,2011,3,0,6,2,1,0,3,3,0,2,0,2,-1
grêmio,2011,3,0,6,2,1,0,4,2,2,2,0,3,1
palmeiras,2011,3,0,7,2,0,1,3,1,2,1,0,3,1
santos,2011,3,0,4,1,1,1,4,3,1,1,0,1,-3
flamengo,2011,4,0,6,1,0,3,9,5,4,0,0,4,-3
atlético-go,2011,4,0,6,2,2,0,5,4,1,1,0,1,-3
américa-mg,2011,4,0,4,1,2,1,6,10,-4,0,0,2,-4
atlético-mg,2011,4,0,7,2,1,1,7,3,4,0,0,1,-3
botafogo-rj,2011,4,0,7,2,1,1,6,4,2,1,0,3,-2
corinthians,2011,4,0,10,3,0,1,7,3,4,1,0,4,1
santos,2011,4,0,5,1,1,2,5,4,1,0,0,2,-4
palmeiras,2011,4,0,8,2,0,2,5,3,2,0,0,4,-1
são paulo,2011,4,0,12,4,0,0,7,1,6,4,0,4,-1
figueirense,2011,4,0,7,2,1,1,4,2,2,0,0,2,-1
américa-mg,2011,5,0,5,1,2,2,7,11,-4,0,0,3,-5
atlético-mg,2011,5,0,8,2,1,2,9,5,4,0,0,2,-4
são paulo,2011,5,0,15,5,0,0,9,1,8,5,0,5,0
internacional,2011,5,0,6,1,1,3,8,7,1,0,0,3,-5
figueirense,2011,5,0,10,3,1,1,6,2,4,1,0,3,1
botafogo-rj,2011,5,0,8,2,1,2,6,4,2,0,0,-1,-1
fluminense,2011,5,0,6,2,3,0,3,6,-3,0,2,-2,-3
vasco,2011,5,0,8,2,1,2,9,8,1,0,0,5,-3
palmeiras,2011,5,0,11,3,0,2,10,3,7,1,0,5,1
corinthians,2011,5,0,11,3,0,2,7,3,4,0,0,-1,1
bahia,2011,6,0,8,2,2,2,8,8,0,2,0,3,-2
vasco,2011,6,0,11,3,1,2,10,8,2,1,0,6,-2
fluminense,2011,6,0,9,3,3,0,4,6,-2,1,0,1,-2
botafogo-rj,2011,6,0,11,3,1,2,8,5,3,1,0,1,-2
palmeiras,2011,6,0,11,3,1,2,10,5,5,0,1,-1,-1
são paulo,2011,6,0,15,5,1,0,9,6,3,0,1,-1,-1
cruzeiro,2011,6,0,6,1,2,3,6,7,-1,1,0,5,-6
flamengo,2011,6,0,10,2,0,4,13,6,7,1,0,1,-1
figueirense,2011,6,0,10,3,2,1,7,6,1,0,1,4,-1
santos,2011,6,0,9,2,1,3,6,4,2,1,0,1,1
flamengo,2011,7,0,13,3,0,4,16,8,8,2,0,2,-2
internacional,2011,7,0,12,3,1,3,16,8,8,2,0,5,-5
corinthians,2011,7,0,17,5,0,2,13,3,10,2,0,2,1
coritiba,2011,7,0,7,2,4,1,12,11,1,1,0,6,-7
figueirense,2011,7,0,13,4,2,1,9,7,2,1,0,5,-2
fluminense,2011,7,0,12,4,3,0,7,7,0,2,0,2,-3
grêmio,2011,7,0,8,2,3,2,9,10,-1,0,0,7,-4
palmeiras,2011,7,0,14,4,1,2,12,5,7,1,0,1,1
são paulo,2011,7,0,15,5,2,0,9,8,1,0,2,-2,-2
vasco,2011,7,0,11,3,2,2,10,11,-1,0,1,-1,-3
palmeiras,2011,8,0,15,4,1,3,13,6,7,0,0,2,-1
bahia,2011,8,0,9,2,3,3,10,11,-1,0,0,1,-4
botafogo-rj,2011,8,0,15,4,1,3,11,6,5,0,0,3,-2
ceará,2011,8,0,10,3,4,1,11,14,-3,1,0,3,1
corinthians,2011,8,0,20,6,0,2,15,4,11,3,0,3,-1
figueirense,2011,8,0,13,4,3,1,9,10,-1,0,1,-1,-3
cruzeiro,2011,8,0,12,3,2,3,11,7,4,3,0,7,1
flamengo,2011,8,0,16,4,0,4,17,8,9,3,0,3,1
internacional,2011,8,0,15,4,1,3,17,8,9,3,0,6,1
fluminense,2011,8,0,12,4,4,0,8,9,-1,0,1,3,-4
avaí,2011,9,0,4,0,5,4,8,22,-14,0,0,-1,-7
corinthians,2011,9,0,23,7,0,2,16,4,12,4,0,4,0
atlético-mg,2011,9,0,11,3,4,2,12,16,-4,1,0,1,1
botafogo-rj,2011,9,0,16,4,1,4,12,7,5,0,0,4,-3
figueirense,2011,9,0,14,4,3,2,10,11,-1,0,0,1,-4
flamengo,2011,9,0,19,5,0,4,18,8,10,4,0,4,1
grêmio,2011,9,0,11,3,4,2,11,12,-1,1,0,1,1
palmeiras,2011,9,0,18,5,1,3,16,6,10,1,0,3,1
são paulo,2011,9,0,18,6,3,0,11,10,1,1,0,1,-4
internacional,2011,9,0,15,4,2,3,17,10,7,0,1,-1,-1
atlético-go,2011,10,0,8,2,6,2,8,12,-4,0,2,-2,-9
corinthians,2011,10,0,26,8,0,2,18,4,14,5,0,5,1
ceará,2011,10,0,14,4,4,2,16,15,1,1,0,5,1
coritiba,2011,10,0,13,4,5,1,18,14,4,1,0,1,-2
cruzeiro,2011,10,0,15,4,3,3,14,10,4,1,0,9,-2
figueirense,2011,10,0,15,4,3,3,10,11,-1,0,0,-1,1
são paulo,2011,10,0,21,7,3,0,14,10,4,2,0,2,-3
flamengo,2011,10,0,20,5,0,5,18,8,10,0,0,-1,1
santos,2011,10,0,15,4,3,3,11,11,0,1,0,1,-4
vasco,2011,10,0,17,5,3,2,15,14,1,2,0,3,-1
figueirense,2011,11,0,16,4,3,4,10,11,-1,0,0,-2,1
botafogo-rj,2011,11,0,16,4,3,4,13,11,2,0,2,1,-5
vasco,2011,11,0,20,6,3,2,17,15,2,3,0,4,-2
internacional,2011,11,0,18,5,3,3,20,14,6,1,0,1,-3
coritiba,2011,11,0,14,4,5,2,18,14,4,0,0,-1,-1
corinthians,2011,11,0,26,8,1,2,18,5,13,0,1,-1,-1
flamengo,2011,11,0,21,5,0,6,19,9,10,0,0,1,-1
palmeiras,2011,11,0,19,5,2,4,16,7,9,0,1,-2,-1
grêmio,2011,11,0,15,4,4,3,12,12,0,1,0,1,1
são paulo,2011,11,0,22,7,3,1,16,12,4,0,0,3,-4
cruzeiro,2011,12,0,18,5,4,3,15,12,3,0,1,-1,-2
fluminense,2011,12,0,15,5,7,0,10,14,-4,0,1,-1,-1
botafogo-rj,2011,12,0,19,5,3,4,15,12,3,1,0,2,-6
ceará,2011,12,0,18,5,4,3,19,17,2,1,0,7,-2
corinthians,2011,12,0,29,9,1,2,19,5,14,1,0,1,1
são paulo,2011,12,0,25,8,3,1,20,15,5,1,0,4,-5
palmeiras,2011,12,0,22,6,2,4,17,7,10,1,0,1,0
grêmio,2011,12,0,16,4,4,4,13,13,0,0,0,2,-1
flamengo,2011,12,0,24,6,0,6,24,13,11,1,0,2,-2
vasco,2011,12,0,21,6,3,3,18,16,2,0,0,5,-3
coritiba,2011,13,0,17,5,6,2,24,19,5,1,0,2,-3
santos,2011,13,0,15,4,6,3,17,20,-3,0,3,2,-7
corinthians,2011,13,0,29,9,2,2,21,8,13,0,1,2,-1
figueirense,2011,13,0,16,4,5,4,11,15,-4,0,2,1,-2
botafogo-rj,2011,13,0,22,6,3,4,16,12,4,2,0,3,-5
flamengo,2011,13,0,27,7,0,6,26,13,13,2,0,3,1
fluminense,2011,13,0,18,6,7,0,14,14,0,1,0,1,1
internacional,2011,13,0,19,5,4,4,20,15,5,0,0,-2,1
palmeiras,2011,13,0,25,7,2,4,20,9,11,2,0,2,-1
são paulo,2011,13,0,25,8,4,1,20,17,3,0,1,-1,-6
atlético-go,2011,14,0,13,3,7,4,12,17,-5,0,1,-2,-1
ceará,2011,14,0,18,5,6,3,19,24,-5,0,2,-2,-4
corinthians,2011,14,0,32,10,2,2,23,9,14,1,0,3,-2
palmeiras,2011,14,0,26,7,2,5,21,10,11,0,0,3,-2
flamengo,2011,14,0,30,8,0,6,27,13,14,3,0,4,1
botafogo-rj,2011,14,0,22,6,4,4,16,14,2,0,1,-1,-6
fluminense,2011,14,0,21,7,7,0,16,14,2,2,0,2,1
grêmio,2011,14,0,17,4,5,5,15,17,-2,0,0,1,-3
são paulo,2011,14,0,28,9,4,1,23,17,6,1,0,1,1
vasco,2011,14,0,27,8,3,3,22,16,6,2,0,7,1
fluminense,2011,15,0,21,7,8,0,16,17,-1,0,1,-1,-1
corinthians,2011,15,0,33,10,2,3,24,10,14,0,0,4,-3
figueirense,2011,15,0,22,6,5,4,15,16,-1,2,0,3,-1
são paulo,2011,15,0,31,10,4,1,25,18,7,2,0,2,-1
bahia,2011,15,0,18,4,5,6,18,20,-2,1,0,1,-4
vasco,2011,15,0,27,8,4,3,22,20,2,0,1,-1,-1
flamengo,2011,15,0,33,9,0,6,28,13,15,4,0,5,1
internacional,2011,15,0,22,6,5,4,23,19,4,1,0,1,-2
palmeiras,2011,15,0,27,7,2,6,21,10,11,0,0,-1,1
santos,2011,15,0,18,5,7,3,18,22,-4,1,0,1,1
santos,2011,16,0,18,5,8,3,18,24,-6,0,1,-1,-1
internacional,2011,16,0,23,6,5,5,24,20,4,0,0,2,-3
botafogo-rj,2011,16,0,28,8,4,4,24,16,8,2,0,2,-1
corinthians,2011,16,0,34,10,2,4,26,12,14,0,0,5,-4
coritiba,2011,16,0,21,6,7,3,28,21,7,1,0,1,1
cruzeiro,2011,16,0,21,6,7,3,22,17,5,1,0,2,1
flamengo,2011,16,0,34,9,0,7,30,15,15,0,0,6,-1
fluminense,2011,16,0,21,7,9,0,17,19,-2,0,2,1,-2
são paulo,2011,16,0,32,10,4,2,27,20,7,0,0,3,-2
vasco,2011,16,0,30,9,4,3,23,20,3,1,0,1,1
são paulo,2011,17,0,33,10,4,3,28,21,7,0,0,4,-3
cruzeiro,2011,17,0,21,6,8,3,23,19,4,0,1,3,-1
corinthians,2011,17,0,37,11,2,4,29,14,15,1,0,6,-5
vasco,2011,17,0,33,10,4,3,25,20,5,2,0,2,1
ceará,2011,17,0,22,6,7,4,24,27,-3,1,0,2,1
flamengo,2011,17,0,34,9,1,7,31,19,12,0,1,7,-2
fluminense,2011,17,0,24,8,9,0,20,19,1,1,0,2,1
botafogo-rj,2011,17,0,28,8,5,4,24,17,7,0,1,-1,-2
palmeiras,2011,17,0,28,7,3,7,22,12,10,0,0,1,-2
coritiba,2011,17,0,24,7,7,3,31,23,8,2,0,2,-1
athlético-pr,2011,18,0,17,4,9,5,19,27,-8,0,0,9,-7
atlético-go,2011,18,0,22,6,8,4,20,20,0,3,0,4,1
coritiba,2011,18,0,25,7,7,4,31,23,8,0,0,-1,0
santos,2011,18,0,21,6,9,3,22,28,-6,1,0,2,-3
botafogo-rj,2011,18,0,31,9,5,4,27,18,9,1,0,1,-3
corinthians,2011,18,0,37,11,3,4,29,16,13,0,1,-1,-6
cruzeiro,2011,18,0,24,7,8,3,24,19,5,1,0,4,1
flamengo,2011,18,0,35,9,1,8,33,21,12,0,0,8,-3
são paulo,2011,18,0,34,10,4,4,29,22,7,0,0,5,-4
vasco,2011,18,0,34,10,4,4,26,21,5,0,0,3,-1
atlético-go,2011,19,0,25,7,8,4,22,21,1,4,0,5,-1
cruzeiro,2011,19,0,27,8,8,3,26,20,6,2,0,5,-1
ceará,2011,19,0,25,7,8,4,27,28,-1,1,0,1,1
coritiba,2011,19,0,26,7,7,5,32,24,8,0,0,1,-1
figueirense,2011,19,0,26,7,7,5,21,24,-3,0,1,2,-3
flamengo,2011,19,0,36,9,1,9,33,21,12,0,0,-1,1
botafogo-rj,2011,19,0,34,10,5,4,29,19,10,2,0,2,-4
internacional,2011,19,0,27,7,6,6,28,24,4,0,1,5,-2
corinthians,2011,19,0,37,11,4,4,30,18,12,0,2,1,-7
são paulo,2011,19,0,35,10,4,5,30,23,7,0,0,6,-5
atlético-mg,2011,20,0,18,5,12,3,25,38,-13,1,0,4,-6
atlético-go,2011,20,0,28,8,8,4,25,22,3,5,0,6,-2
flamengo,2011,20,0,36,9,2,9,35,24,11,0,1,1,-1
bahia,2011,20,0,21,4,7,9,21,27,-6,0,0,-2,1
botafogo-rj,2011,20,0,37,11,5,4,32,20,12,3,0,3,-5
corinthians,2011,20,0,40,12,4,4,33,20,13,1,0,2,-8
figueirense,2011,20,0,29,8,7,5,25,26,-1,1,0,3,-4
internacional,2011,20,0,28,7,6,7,31,27,4,0,0,6,-3
são paulo,2011,20,0,35,10,5,5,31,25,6,0,1,7,-6
vasco,2011,20,0,38,11,4,5,29,22,7,1,0,1,-1
vasco,2011,21,0,38,11,5,5,30,26,4,0,1,2,-2
atlético-mg,2011,21,0,21,6,12,3,27,38,-11,2,0,5,1
internacional,2011,21,0,29,7,6,8,32,28,4,0,0,7,-4
corinthians,2011,21,0,40,12,5,4,33,21,12,0,1,-1,-9
são paulo,2011,21,0,38,11,5,5,33,26,7,1,0,8,-7
flamengo,2011,21,0,36,9,3,9,36,27,9,0,2,2,-2
fluminense,2011,21,0,31,10,10,1,27,25,2,2,0,6,-4
grêmio,2011,21,0,27,7,8,6,25,26,-1,1,0,3,1
palmeiras,2011,21,0,33,8,4,9,27,18,9,0,0,5,-6
botafogo-rj,2011,21,0,37,11,6,4,32,22,10,0,1,-1,-6
palmeiras,2011,22,0,34,8,4,10,29,20,9,0,0,6,-7
figueirense,2011,22,0,30,8,8,6,27,29,-2,0,0,5,-6
santos,2011,22,0,29,8,9,5,30,33,-3,2,0,6,-1
grêmio,2011,22,0,30,8,8,6,27,27,0,2,0,4,-1
botafogo-rj,2011,22,0,40,12,6,4,36,22,14,1,0,1,1
corinthians,2011,22,0,43,13,5,4,35,22,13,1,0,1,-10
fluminense,2011,22,0,34,11,10,1,29,26,3,3,0,7,-5
internacional,2011,22,0,32,8,6,8,36,30,6,1,0,8,-5
são paulo,2011,22,0,41,12,5,5,35,27,8,2,0,9,-8
vasco,2011,22,0,41,12,5,5,32,26,6,1,0,3,1
avaí,2011,23,0,21,5,12,6,27,48,-21,0,0,2,-5
atlético-mg,2011,23,0,24,7,13,3,30,40,-10,1,0,7,1
atlético-go,2011,23,0,30,8,9,6,29,27,2,0,0,9,-5
botafogo-rj,2011,23,0,40,12,7,4,36,27,9,0,1,-1,-1
vasco,2011,23,0,42,12,5,6,33,27,6,0,0,4,-1
flamengo,2011,23,0,36,9,5,9,38,31,7,0,4,4,-4
corinthians,2011,23,0,43,13,6,4,35,23,12,0,1,-1,-11
são paulo,2011,23,0,41,12,6,5,35,28,7,0,1,-1,-9
internacional,2011,23,0,35,9,6,8,39,30,9,2,0,9,-4
santos,2011,23,0,32,9,9,5,31,33,-2,3,0,7,1
figueirense,2011,24,0,32,8,8,8,28,30,-2,0,0,-1,-6
atlético-go,2011,24,0,33,9,9,6,30,27,3,1,0,10,1
palmeiras,2011,24,0,35,8,5,11,30,24,6,0,0,1,-9
fluminense,2011,24,0,37,12,11,1,30,29,1,0,1,-1,-1
botafogo-rj,2011,24,0,41,12,7,5,37,28,9,0,0,1,-2
corinthians,2011,24,0,43,13,7,4,36,26,10,0,2,1,-12
cruzeiro,2011,24,0,29,8,11,5,30,28,2,0,0,-2,1
internacional,2011,24,0,36,9,6,9,40,31,9,0,0,10,-5
são paulo,2011,24,0,44,13,6,5,39,28,11,1,0,1,1
vasco,2011,24,0,45,13,5,6,37,27,10,1,0,5,1
santos,2011,25,0,38,11,9,5,36,35,1,5,0,9,-2
flamengo,2011,25,0,38,9,5,11,40,33,7,0,0,6,-6
bahia,2011,25,0,30,7,9,9,29,32,-3,2,0,2,1
coritiba,2011,25,0,36,10,9,6,42,31,11,1,0,3,-2
internacional,2011,25,0,37,9,6,10,41,32,9,0,0,11,-6
fluminense,2011,25,0,40,13,11,1,33,30,3,1,0,1,-2
botafogo-rj,2011,25,0,44,13,7,5,38,28,10,1,0,2,-1
palmeiras,2011,25,0,38,9,5,11,31,24,7,1,0,2,1
são paulo,2011,25,0,45,13,6,6,39,28,11,0,0,-1,1
vasco,2011,25,0,46,13,5,7,38,28,10,0,0,6,-1
fluminense,2011,26,0,41,13,11,2,34,31,3,0,0,2,-3
palmeiras,2011,26,0,39,9,5,12,32,25,7,0,0,3,-1
grêmio,2011,26,0,36,10,10,6,30,33,-3,1,0,1,-3
são paulo,2011,26,0,46,13,6,7,41,30,11,0,0,1,-1
coritiba,2011,26,0,36,10,10,6,44,34,10,0,1,4,-3
corinthians,2011,26,0,47,14,7,5,37,26,11,1,0,1,1
vasco,2011,26,0,49,14,5,7,41,28,13,1,0,7,0
flamengo,2011,26,0,41,10,5,11,42,34,8,1,0,7,-7
internacional,2011,26,0,40,10,6,10,43,33,10,1,0,12,-7
santos,2011,26,0,38,11,10,5,38,38,0,0,1,10,-3
internacional,2011,27,0,40,10,7,10,43,35,8,0,1,-1,-8
botafogo-rj,2011,27,0,45,13,8,6,40,32,8,0,1,-1,-3
ceará,2011,27,0,31,8,12,7,34,45,-11,0,0,2,-8
bahia,2011,27,0,33,8,10,9,32,35,-3,1,0,1,-2
coritiba,2011,27,0,37,10,10,7,44,34,10,0,0,-1,-2
fluminense,2011,27,0,44,14,11,2,37,33,4,1,0,3,-4
grêmio,2011,27,0,39,11,10,6,32,33,-1,2,0,2,1
palmeiras,2011,27,0,40,9,5,13,33,26,7,0,0,4,-2
são paulo,2011,27,0,46,13,7,7,42,32,10,0,1,2,-2
vasco,2011,27,0,50,14,5,8,43,30,13,0,0,8,-1
atlético-mg,2011,28,0,27,7,15,6,33,45,-12,0,0,-1,-3
athlético-pr,2011,28,0,27,6,13,9,27,41,-14,0,1,-1,-1
botafogo-rj,2011,28,0,46,13,8,7,42,34,8,0,0,1,-4
figueirense,2011,28,0,38,9,8,11,33,34,-1,0,0,1,-1
corinthians,2011,28,0,51,15,7,6,42,28,14,1,0,3,1
coritiba,2011,28,0,40,11,10,7,46,34,12,1,0,1,1
são paulo,2011,28,0,47,13,7,8,45,35,10,0,0,3,-3
flamengo,2011,28,0,47,12,5,11,47,37,10,3,0,9,-9
vasco,2011,28,0,50,14,6,8,43,33,10,0,1,-1,-2
santos,2011,28,0,41,12,11,5,41,41,0,1,0,12,1
ceará,2011,29,0,32,8,13,8,36,50,-14,0,1,4,-10
vasco,2011,29,0,51,14,6,9,45,35,10,0,0,1,-3
santos,2011,29,0,41,12,12,5,42,43,-1,0,1,13,-1
atlético-go,2011,29,0,39,10,10,9,36,34,2,0,0,1,-2
bahia,2011,29,0,35,8,10,11,34,37,-3,0,0,-1,1
corinthians,2011,29,0,51,15,8,6,42,30,12,0,1,-1,-1
flamengo,2011,29,0,48,12,5,12,48,38,10,0,0,10,-10
fluminense,2011,29,0,47,15,12,2,42,37,5,1,0,5,-6
figueirense,2011,29,0,41,10,8,11,36,35,1,1,0,2,-2
são paulo,2011,29,0,48,13,7,9,45,35,10,0,0,-1,1
são paulo,2011,30,0,48,13,8,9,45,38,7,0,1,-2,-1
botafogo-rj,2011,30,0,52,15,8,7,46,34,12,2,0,3,1
flamengo,2011,30,0,51,13,5,12,49,38,11,1,0,11,-9
coritiba,2011,30,0,41,11,11,8,47,37,10,0,0,-1,1
corinthians,2011,30,0,54,16,8,6,43,30,13,1,0,1,0
figueirense,2011,30,0,44,11,8,11,38,36,2,2,0,3,-3
internacional,2011,30,0,47,12,7,11,50,37,13,1,0,1,-1
fluminense,2011,30,0,50,16,12,2,44,38,6,2,0,6,-7
grêmio,2011,30,0,42,12,12,6,34,38,-4,1,0,2,-1
vasco,2011,30,0,54,15,6,9,47,35,12,1,0,2,1
grêmio,2011,31,0,43,12,12,7,36,40,-4,0,0,3,-2
ceará,2011,31,0,32,8,15,8,36,52,-16,0,3,-2,-12
botafogo-rj,2011,31,0,52,15,9,7,48,37,11,0,1,4,-1
vasco,2011,31,0,57,16,6,9,49,35,14,2,0,3,1
atlético-go,2011,31,0,42,11,11,9,41,37,4,0,1,3,-1
flamengo,2011,31,0,52,13,5,13,50,39,11,0,0,12,-10
fluminense,2011,31,0,50,16,13,2,44,40,4,0,1,-1,-8
corinthians,2011,31,0,55,16,8,7,44,31,13,0,0,2,-1
figueirense,2011,31,0,47,12,8,11,40,37,3,3,0,4,-4
são paulo,2011,31,0,49,13,8,10,45,38,7,0,0,-3,1
internacional,2011,32,0,51,13,7,12,52,38,14,1,0,3,-1
palmeiras,2011,32,0,41,9,9,14,37,34,3,0,3,4,-7
botafogo-rj,2011,32,0,55,16,9,7,49,37,12,1,0,5,1
fluminense,2011,32,0,53,17,13,2,46,41,5,1,0,1,-9
corinthians,2011,32,0,58,17,8,7,46,32,14,1,0,3,-2
coritiba,2011,32,0,45,12,11,9,50,38,12,1,0,1,-1
figueirense,2011,32,0,50,13,8,11,42,38,4,4,0,5,-5
flamengo,2011,32,0,52,13,6,13,52,43,9,0,1,13,-11
santos,2011,32,0,45,13,13,6,47,46,1,1,0,2,-4
vasco,2011,32,0,58,16,6,10,49,35,14,0,0,-1,1
corinthians,2011,33,0,58,17,9,7,47,34,13,0,1,4,-3
atlético-go,2011,33,0,42,11,13,9,42,40,2,0,3,1,-3
grêmio,2011,33,0,46,13,13,7,40,44,-4,0,1,-1,-4
ceará,2011,33,0,35,9,16,8,39,55,-16,1,0,2,-14
são paulo,2011,33,0,50,13,9,11,48,42,6,0,1,1,-1
botafogo-rj,2011,33,0,55,16,10,7,49,38,11,0,1,-1,-1
flamengo,2011,33,0,55,14,6,13,57,44,13,1,0,14,-12
fluminense,2011,33,0,56,18,13,2,48,42,6,2,0,2,-10
coritiba,2011,33,0,48,13,11,9,52,38,14,2,0,2,0
vasco,2011,33,0,58,16,7,10,49,37,12,0,1,-2,-1
atlético-go,2011,34,0,42,11,14,9,42,41,1,0,4,-1,-4
santos,2011,34,0,51,15,13,6,52,48,4,3,0,4,-1
corinthians,2011,34,0,61,18,9,7,49,35,14,1,0,5,-4
flamengo,2011,34,0,55,14,7,13,57,46,11,0,1,-1,-13
internacional,2011,34,0,51,13,9,12,53,41,12,0,2,-1,-3
figueirense,2011,34,0,56,15,8,11,45,39,6,6,0,7,-5
fluminense,2011,34,0,56,18,14,2,49,44,5,0,1,3,-11
grêmio,2011,34,0,47,13,13,8,42,46,-4,0,0,1,-5
são paulo,2011,34,0,53,14,9,11,50,42,8,1,0,2,1
vasco,2011,34,0,61,17,7,10,51,37,14,1,0,1,1
botafogo-rj,2011,35,0,55,16,12,7,50,42,8,0,3,1,-3
são paulo,2011,35,0,53,14,10,11,50,43,7,0,1,-1,-1
coritiba,2011,35,0,51,14,12,9,55,40,15,0,1,4,-1
cruzeiro,2011,35,0,38,10,17,8,39,47,-8,0,0,-1,1
corinthians,2011,35,0,64,19,9,7,50,35,15,2,0,6,-3
figueirense,2011,35,0,57,15,8,12,45,39,6,0,0,-1,-4
fluminense,2011,35,0,59,19,14,2,54,48,6,1,0,4,-12
internacional,2011,35,0,54,14,9,12,54,41,13,1,0,1,1
vasco,2011,35,0,62,17,7,11,52,38,14,0,0,2,-1
santos,2011,35,0,52,15,13,7,53,49,4,0,0,5,-2
flamengo,2011,36,0,57,14,7,15,57,46,11,0,0,-3,1
palmeiras,2011,36,0,46,10,10,16,42,39,3,1,0,3,-9
internacional,2011,36,0,57,15,9,12,56,42,14,2,0,2,-1
corinthians,2011,36,0,67,20,9,7,52,36,16,3,0,7,-4
coritiba,2011,36,0,54,15,12,9,56,40,16,1,0,5,1
cruzeiro,2011,36,0,39,10,17,9,40,48,-8,0,0,1,-1
fluminense,2011,36,0,62,20,14,2,58,48,10,2,0,5,-11
grêmio,2011,36,0,47,13,15,8,47,54,-7,0,2,3,-7
são paulo,2011,36,0,56,15,10,11,53,44,9,1,0,1,-2
vasco,2011,36,0,65,18,7,11,54,38,16,1,0,3,1
athlético-pr,2011,37,0,38,9,17,11,37,55,-18,0,1,7,-2
botafogo-rj,2011,37,0,55,16,14,7,51,48,3,0,5,-1,-5
cruzeiro,2011,37,0,40,10,17,10,42,50,-8,0,0,2,-2
coritiba,2011,37,0,57,16,12,9,57,40,17,2,0,6,1
corinthians,2011,37,0,70,21,9,7,53,36,17,4,0,8,-3
flamengo,2011,37,0,60,15,7,15,58,46,12,1,0,1,1
vasco,2011,37,0,68,19,7,11,56,39,17,2,0,4,-1
grêmio,2011,37,0,48,13,15,9,49,56,-7,0,0,4,-8
são paulo,2011,37,0,56,15,11,11,53,45,8,0,1,-1,-3
santos,2011,37,0,53,15,14,8,54,51,3,0,0,1,-4
coritiba,2011,38,8,57,16,13,9,57,41,16,0,1,-1,-1
atlético-go,2011,38,13,48,12,14,12,50,45,5,1,0,2,-2
figueirense,2011,38,7,58,15,10,13,46,45,1,0,0,1,-7
bahia,2011,38,14,46,11,14,13,43,49,-6,1,0,2,-6
fluminense,2011,38,3,63,20,15,3,60,51,9,0,0,7,-13
corinthians,2011,38,1,71,21,9,8,53,36,17,0,0,-1,1
atlético-mg,2011,38,15,45,13,19,6,50,60,-10,0,1,8,-1
internacional,2011,38,5,60,16,10,12,57,43,14,1,0,1,1
são paulo,2011,38,6,59,16,11,11,57,46,11,1,0,1,-4
vasco,2011,38,2,69,19,7,12,57,40,17,0,0,5,-2
santos,2012,1,0,1,0,0,1,0,0,0,0,0,-1,1
botafogo-rj,2012,1,0,3,1,0,0,4,2,2,1,0,1,-1
fluminense,2012,1,0,3,1,0,0,1,0,1,1,0,1,1
atlético-go,2012,1,0,1,0,0,1,0,0,0,0,0,-1,1
figueirense,2012,1,0,3,1,0,0,2,1,1,1,0,1,-1
internacional,2012,1,0,3,1,0,0,2,0,2,1,0,1,1
portuguesa,2012,1,0,1,0,0,1,1,1,0,0,0,1,-1
atlético-mg,2012,1,0,3,1,0,0,1,0,1,1,0,1,1
flamengo,2012,1,0,1,0,0,1,1,1,0,0,0,1,-1
vasco,2012,1,0,3,1,0,0,2,1,1,1,0,1,-1
atlético-go,2012,2,0,2,0,0,2,1,1,0,0,0,1,-1
atlético-mg,2012,2,0,6,2,0,0,2,0,2,2,0,2,1
botafogo-rj,2012,2,0,4,1,0,1,6,4,2,0,0,2,-2
internacional,2012,2,0,4,1,0,1,5,3,2,0,0,2,-1
figueirense,2012,2,0,4,1,0,1,4,3,1,0,0,2,-2
grêmio,2012,2,0,3,1,1,0,2,2,0,1,0,2,1
cruzeiro,2012,2,0,2,0,0,2,0,0,0,0,0,-2,1
vasco,2012,2,0,6,2,0,0,3,1,2,2,0,2,0
sport,2012,2,0,2,0,0,2,1,1,0,0,0,-1,0
são paulo,2012,2,0,3,1,1,0,3,4,-1,1,0,2,1
grêmio,2012,3,0,6,2,1,0,3,2,1,2,0,3,1
atlético-mg,2012,3,0,7,2,0,1,3,1,2,0,0,3,-1
cruzeiro,2012,3,0,5,1,0,2,3,2,1,1,0,1,-1
figueirense,2012,3,0,5,1,0,2,5,4,1,0,0,3,-3
coritiba,2012,3,0,4,1,1,1,4,4,0,1,0,2,1
