Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
corinthians,2013,27,athlético-pr,-,1,0,0,0,36,8,7,12,22,17,5,0,0,-2,1
portuguesa,2013,27,goiás,goiás,1,1,2,0,34,9,11,7,41,40,1,0,1,2,-1
fluminense,2013,27,vasco,vasco,-1,1,0,0,34,9,11,7,31,34,-3,0,2,-2,-8
coritiba,2013,27,santos,coritiba,1,1,0,0,34,8,9,10,30,35,-5,1,0,2,1
são paulo,2013,27,cruzeiro,são paulo,-1,0,2,0,33,9,12,6,26,29,-3,2,0,2,-3
vasco,2013,27,fluminense,vasco,1,1,0,0,32,8,11,8,36,42,-6,1,0,3,1
criciúma,2013,27,grêmio,criciúma,-1,1,2,0,29,8,14,5,34,45,-11,1,0,6,-11
ponte preta,2013,27,atlético-mg,ponte preta,1,2,0,0,26,7,15,5,28,40,-12,1,0,4,1
náutico,2013,27,botafogo-rj,botafogo-rj,1,1,3,0,17,4,18,5,18,48,-30,0,2,4,-3
cruzeiro,2013,28,atlético-mg,atlético-mg,-1,1,0,0,59,18,5,5,58,24,34,0,2,-2,-3
grêmio,2013,28,fluminense,-,-1,1,1,0,49,14,7,7,34,24,10,0,0,5,-2
botafogo-rj,2013,28,flamengo,botafogo-rj,1,2,1,0,49,14,7,7,42,32,10,2,0,2,-8
athlético-pr,2013,28,portuguesa,athlético-pr,1,1,0,0,48,13,6,9,46,35,11,1,0,1,1
atlético-mg,2013,28,cruzeiro,atlético-mg,1,1,0,0,42,11,8,9,33,28,5,1,0,1,1
vitória,2013,28,coritiba,vitória,1,2,1,0,40,11,10,7,40,41,-1,1,0,1,-5
internacional,2013,28,náutico,internacional,1,4,1,0,40,10,8,10,43,40,3,1,0,5,-2
goiás,2013,28,bahia,goiás,1,3,1,0,40,10,8,10,33,34,-1,2,0,9,-5
santos,2013,28,ponte preta,santos,1,2,1,0,39,10,9,9,34,30,4,1,0,1,-3
flamengo,2013,28,botafogo-rj,botafogo-rj,-1,2,1,0,37,9,9,10,34,34,0,0,1,5,-9
corinthians,2013,28,são paulo,-,-1,0,0,0,37,8,7,13,22,17,5,0,0,-3,1
bahia,2013,28,goiás,goiás,-1,3,1,0,36,9,10,9,30,35,-5,0,1,3,-1
fluminense,2013,28,grêmio,-,1,1,1,0,35,9,11,8,32,35,-3,0,0,1,-9
portuguesa,2013,28,athlético-pr,athlético-pr,-1,1,0,0,34,9,12,7,41,41,0,0,2,-1,-2
são paulo,2013,28,corinthians,-,1,0,0,0,34,9,12,7,26,29,-3,0,0,-1,1
coritiba,2013,28,vitória,vitória,-1,2,1,0,34,8,10,10,31,37,-6,0,1,3,-1
criciúma,2013,28,vasco,criciúma,1,3,2,0,32,9,14,5,37,47,-10,2,0,7,-12
vasco,2013,28,criciúma,criciúma,-1,3,2,0,32,8,12,8,38,45,-7,0,1,4,-1
ponte preta,2013,28,santos,santos,-1,2,1,0,26,7,16,5,29,42,-13,0,1,5,-1
náutico,2013,28,internacional,internacional,-1,4,1,0,17,4,19,5,19,52,-33,0,3,5,-4
cruzeiro,2013,29,fluminense,cruzeiro,1,1,0,0,62,19,5,5,59,24,35,1,0,1,1
grêmio,2013,29,corinthians,grêmio,1,1,0,0,52,15,7,7,35,24,11,1,0,6,1
athlético-pr,2013,29,atlético-mg,athlético-pr,1,1,0,0,51,14,6,9,47,35,12,2,0,2,1
botafogo-rj,2013,29,vitória,vitória,-1,1,0,0,49,14,8,7,42,33,9,0,1,-1,-9
vitória,2013,29,botafogo-rj,vitória,1,1,0,0,43,12,10,7,41,41,0,2,0,2,1
goiás,2013,29,vasco,goiás,-1,0,2,0,43,11,8,10,35,34,1,3,0,10,-4
atlético-mg,2013,29,athlético-pr,athlético-pr,-1,1,0,0,42,11,9,9,33,29,4,0,1,-1,-1
internacional,2013,29,santos,-,-1,0,0,0,41,10,8,11,43,40,3,0,0,-1,-1
santos,2013,29,internacional,-,1,0,0,0,40,10,9,10,34,30,4,0,0,-1,1
flamengo,2013,29,bahia,flamengo,1,2,1,0,40,10,9,10,36,35,1,1,0,6,-10
portuguesa,2013,29,criciúma,portuguesa,-1,1,3,0,37,10,12,7,44,42,2,1,0,1,-3
são paulo,2013,29,náutico,são paulo,1,3,0,0,37,10,12,7,29,29,0,1,0,1,1
corinthians,2013,29,grêmio,grêmio,-1,1,0,0,37,8,8,13,22,18,4,0,1,-4,-1
bahia,2013,29,flamengo,flamengo,-1,2,1,0,36,9,11,9,31,37,-6,0,2,4,-2
fluminense,2013,29,cruzeiro,cruzeiro,-1,1,0,0,35,9,12,8,32,36,-4,0,1,-1,-10
coritiba,2013,29,ponte preta,ponte preta,-1,1,0,0,34,8,11,10,31,38,-7,0,2,-1,-2
criciúma,2013,29,portuguesa,portuguesa,1,1,3,0,32,9,15,5,38,50,-12,0,1,8,-13
vasco,2013,29,goiás,goiás,1,0,2,0,32,8,13,8,38,47,-9,0,2,-1,-2
ponte preta,2013,29,coritiba,ponte preta,1,1,0,0,29,8,16,5,30,42,-12,1,0,6,1
náutico,2013,29,são paulo,são paulo,-1,3,0,0,17,4,20,5,19,55,-36,0,4,-1,-5
cruzeiro,2013,30,coritiba,coritiba,-1,2,1,0,62,19,6,5,60,26,34,0,1,2,-1
grêmio,2013,30,internacional,-,-1,2,2,0,53,15,7,8,37,26,11,0,0,7,-1
athlético-pr,2013,30,goiás,goiás,-1,3,0,0,51,14,7,9,47,38,9,0,1,-1,-1
botafogo-rj,2013,30,vasco,-,1,2,2,0,50,14,8,8,44,35,9,0,0,1,-10
goiás,2013,30,athlético-pr,goiás,1,3,0,0,46,12,8,10,38,34,4,4,0,11,1
atlético-mg,2013,30,flamengo,atlético-mg,1,1,0,0,45,12,9,9,34,29,5,1,0,1,1
vitória,2013,30,portuguesa,-,-1,1,1,0,44,12,10,8,42,42,0,0,0,3,-1
santos,2013,30,náutico,santos,-1,1,5,0,43,11,9,10,39,31,8,1,0,1,-1
internacional,2013,30,grêmio,-,1,2,2,0,42,10,8,12,45,42,3,0,0,1,-2
são paulo,2013,30,bahia,são paulo,-1,0,1,0,40,11,12,7,30,29,1,2,0,2,1
flamengo,2013,30,atlético-mg,atlético-mg,-1,1,0,0,40,10,10,10,36,36,0,0,1,-1,-11
corinthians,2013,30,criciúma,corinthians,1,1,0,0,40,9,8,13,23,18,5,1,0,1,1
portuguesa,2013,30,vitória,-,1,1,1,0,38,10,12,8,45,43,2,0,0,2,-4
coritiba,2013,30,cruzeiro,coritiba,1,2,1,0,37,9,11,10,33,39,-6,1,0,1,-3
fluminense,2013,30,ponte preta,-,1,1,1,0,36,9,12,9,33,37,-4,0,0,1,-11
bahia,2013,30,são paulo,são paulo,1,0,1,0,36,9,12,9,31,38,-7,0,3,-1,-3
vasco,2013,30,botafogo-rj,-,-1,2,2,0,33,8,13,9,40,49,-9,0,0,1,-3
criciúma,2013,30,corinthians,corinthians,-1,1,0,0,32,9,16,5,38,51,-13,0,2,-1,-14
ponte preta,2013,30,fluminense,-,-1,1,1,0,30,8,16,6,31,43,-12,0,0,7,-1
náutico,2013,30,santos,santos,1,1,5,0,17,4,21,5,20,60,-40,0,5,1,-6
cruzeiro,2013,31,criciúma,cruzeiro,1,5,3,0,65,20,6,5,65,29,36,1,0,3,-2
botafogo-rj,2013,31,atlético-mg,botafogo-rj,1,1,0,0,53,15,8,8,45,35,10,1,0,2,1
grêmio,2013,31,coritiba,coritiba,-1,4,0,0,53,15,8,8,37,30,7,0,1,-1,-2
athlético-pr,2013,31,bahia,-,-1,1,1,0,52,14,7,10,48,39,9,0,0,1,-2
goiás,2013,31,náutico,goiás,-1,0,2,0,49,13,8,10,40,34,6,5,0,12,1
vitória,2013,31,fluminense,vitória,-1,2,3,0,47,13,10,8,45,44,1,1,0,4,-2
atlético-mg,2013,31,botafogo-rj,botafogo-rj,-1,1,0,0,45,12,10,9,34,30,4,0,1,-1,-1
santos,2013,31,corinthians,-,-1,1,1,0,44,11,9,11,40,32,8,0,0,2,-2
são paulo,2013,31,internacional,são paulo,-1,2,3,0,43,12,12,7,33,31,2,3,0,3,-1
internacional,2013,31,são paulo,são paulo,1,2,3,0,42,10,9,12,47,45,2,0,1,2,-3
flamengo,2013,31,portuguesa,-,-1,0,0,0,41,10,10,11,36,36,0,0,0,-2,-10
corinthians,2013,31,santos,-,1,1,1,0,41,9,8,14,24,19,5,0,0,2,-1
coritiba,2013,31,grêmio,coritiba,1,4,0,0,40,10,11,10,37,39,-2,2,0,2,1
portuguesa,2013,31,flamengo,-,1,0,0,0,39,10,12,9,45,43,2,0,0,-1,1
bahia,2013,31,athlético-pr,-,1,1,1,0,37,9,12,10,32,39,-7,0,0,1,-4
fluminense,2013,31,vitória,vitória,1,2,3,0,36,9,13,9,35,40,-5,0,1,2,-12
ponte preta,2013,31,vasco,ponte preta,1,2,1,0,33,9,16,6,33,44,-11,1,0,8,-2
vasco,2013,31,ponte preta,ponte preta,-1,2,1,0,33,8,14,9,41,51,-10,0,1,2,-4
criciúma,2013,31,cruzeiro,cruzeiro,-1,5,3,0,32,9,17,5,41,56,-15,0,3,1,-15
náutico,2013,31,goiás,goiás,1,0,2,0,17,4,22,5,20,62,-42,0,6,-1,-7
cruzeiro,2013,32,santos,cruzeiro,-1,0,1,0,68,21,6,5,66,29,37,2,0,4,-1
athlético-pr,2013,32,internacional,athlético-pr,1,1,0,0,55,15,7,10,49,39,10,1,0,2,1
grêmio,2013,32,bahia,-,1,0,0,0,54,15,8,9,37,30,7,0,0,-2,1
botafogo-rj,2013,32,goiás,goiás,-1,1,0,0,53,15,9,8,45,36,9,0,1,-1,-1
goiás,2013,32,botafogo-rj,goiás,1,1,0,0,52,14,8,10,41,34,7,6,0,13,1
atlético-mg,2013,32,náutico,atlético-mg,1,5,0,0,48,13,10,9,39,30,9,1,0,1,1
vitória,2013,32,corinthians,-,1,1,1,0,48,13,10,9,46,45,1,0,0,5,-3
são paulo,2013,32,portuguesa,são paulo,1,2,1,0,46,13,12,7,35,32,3,4,0,4,-2
santos,2013,32,cruzeiro,cruzeiro,1,0,1,0,44,11,10,11,40,33,7,0,1,-1,-3
flamengo,2013,32,fluminense,flamengo,1,1,0,0,44,11,10,11,37,36,1,1,0,1,1
internacional,2013,32,athlético-pr,athlético-pr,-1,1,0,0,42,10,10,12,47,46,1,0,2,-1,-4
corinthians,2013,32,vitória,-,-1,1,1,0,42,9,8,15,25,20,5,0,0,3,-2
coritiba,2013,32,vasco,vasco,-1,2,1,0,40,10,12,10,38,41,-3,0,1,3,-1
portuguesa,2013,32,são paulo,são paulo,-1,2,1,0,39,10,13,9,46,45,1,0,1,1,-1
bahia,2013,32,grêmio,-,-1,0,0,0,38,9,12,11,32,39,-7,0,0,-1,-3
fluminense,2013,32,flamengo,flamengo,-1,1,0,0,36,9,14,9,35,41,-6,0,2,-1,-13
vasco,2013,32,coritiba,vasco,1,2,1,0,36,9,14,9,43,52,-9,1,0,3,-5
ponte preta,2013,32,criciúma,-,-1,1,1,0,34,9,16,7,34,45,-11,0,0,9,-3
criciúma,2013,32,ponte preta,-,1,1,1,0,33,9,17,6,42,57,-15,0,0,2,-16
náutico,2013,32,atlético-mg,atlético-mg,-1,5,0,0,17,4,23,5,20,67,-47,0,7,-2,-8
cruzeiro,2013,33,grêmio,cruzeiro,1,3,0,0,71,22,6,5,69,29,40,3,0,5,1
athlético-pr,2013,33,são paulo,athlético-pr,1,3,0,0,58,16,7,10,52,39,13,2,0,3,1
grêmio,2013,33,cruzeiro,cruzeiro,-1,3,0,0,54,15,9,9,37,33,4,0,1,-3,-1
botafogo-rj,2013,33,internacional,internacional,-1,2,1,0,53,15,10,8,46,38,8,0,2,1,-2
goiás,2013,33,flamengo,-,-1,1,1,0,53,14,8,11,42,35,7,0,0,14,-1
vitória,2013,33,ponte preta,vitória,-1,0,3,0,51,14,10,9,49,45,4,1,0,6,-2
atlético-mg,2013,33,bahia,-,-1,0,0,0,49,13,10,10,39,30,9,0,0,-1,1
são paulo,2013,33,athlético-pr,athlético-pr,-1,3,0,0,46,13,13,7,35,35,0,0,1,-1,-3
santos,2013,33,vasco,-,-1,2,2,0,45,11,10,12,42,35,7,0,0,1,-4
internacional,2013,33,botafogo-rj,internacional,1,2,1,0,45,11,10,12,49,47,2,1,0,1,-5
flamengo,2013,33,goiás,-,1,1,1,0,45,11,10,12,38,37,1,0,0,2,-1
corinthians,2013,33,fluminense,corinthians,1,1,0,0,45,10,8,15,26,20,6,1,0,4,1
coritiba,2013,33,portuguesa,-,-1,0,0,0,41,10,12,11,38,41,-3,0,0,-1,0
portuguesa,2013,33,coritiba,-,1,0,0,0,40,10,13,10,46,45,1,0,0,-1,1
bahia,2013,33,atlético-mg,-,1,0,0,0,39,9,12,12,32,39,-7,0,0,-2,1
vasco,2013,33,santos,-,1,2,2,0,37,9,14,10,45,54,-9,0,0,4,-6
criciúma,2013,33,náutico,criciúma,-1,0,1,0,36,10,17,6,43,57,-14,1,0,3,-15
fluminense,2013,33,corinthians,corinthians,-1,1,0,0,36,9,15,9,35,42,-7,0,3,-2,-14
ponte preta,2013,33,vitória,vitória,1,0,3,0,34,9,17,7,34,48,-14,0,1,-1,-4
náutico,2013,33,criciúma,criciúma,1,0,1,0,17,4,24,5,20,68,-48,0,8,-3,-9
cruzeiro,2013,34,vitória,cruzeiro,-1,1,3,0,74,23,6,5,72,30,42,4,0,6,-1
athlético-pr,2013,34,criciúma,criciúma,-1,2,1,0,58,16,8,10,53,41,12,0,1,4,-1
grêmio,2013,34,vasco,grêmio,1,1,0,0,57,16,9,9,38,33,5,1,0,1,1
goiás,2013,34,ponte preta,goiás,1,2,0,0,56,15,8,11,44,35,9,1,0,15,1
botafogo-rj,2013,34,portuguesa,-,1,0,0,0,54,15,10,9,46,38,8,0,0,-1,1
atlético-mg,2013,34,internacional,atlético-mg,1,2,1,0,52,14,10,10,41,31,10,1,0,1,-1
vitória,2013,34,cruzeiro,cruzeiro,1,1,3,0,51,14,11,9,50,48,2,0,1,7,-3
são paulo,2013,34,flamengo,são paulo,1,2,0,0,49,14,13,7,37,35,2,1,0,1,1
santos,2013,34,bahia,santos,1,3,0,0,48,12,10,12,45,35,10,1,0,2,1
corinthians,2013,34,coritiba,corinthians,-1,0,1,0,48,11,8,15,27,20,7,2,0,5,1
internacional,2013,34,atlético-mg,atlético-mg,-1,2,1,0,45,11,11,12,50,49,1,0,1,2,-6
flamengo,2013,34,são paulo,são paulo,-1,2,0,0,45,11,11,12,38,39,-1,0,1,-1,-2
portuguesa,2013,34,botafogo-rj,-,-1,0,0,0,41,10,13,11,46,45,1,0,0,-2,1
coritiba,2013,34,corinthians,corinthians,1,0,1,0,41,10,13,11,38,42,-4,0,1,-2,-1
criciúma,2013,34,athlético-pr,criciúma,1,2,1,0,39,11,17,6,45,58,-13,2,0,4,-16
fluminense,2013,34,náutico,fluminense,1,2,0,0,39,10,15,9,37,42,-5,1,0,1,1
bahia,2013,34,santos,santos,-1,3,0,0,39,9,13,12,32,42,-10,0,1,-3,-1
vasco,2013,34,grêmio,grêmio,-1,1,0,0,37,9,15,10,45,55,-10,0,1,-1,-7
ponte preta,2013,34,goiás,goiás,-1,2,0,0,34,9,18,7,34,50,-16,0,2,-2,-5
náutico,2013,34,fluminense,fluminense,-1,2,0,0,17,4,25,5,20,70,-50,0,9,-4,-10
cruzeiro,2013,35,ponte preta,-,1,2,2,0,75,23,6,6,74,32,42,0,0,7,-2
grêmio,2013,35,flamengo,grêmio,1,2,1,0,60,17,9,9,40,34,6,2,0,2,-1
goiás,2013,35,internacional,goiás,1,3,1,0,59,16,8,11,47,36,11,2,0,16,-1
athlético-pr,2013,35,botafogo-rj,botafogo-rj,-1,4,0,0,58,16,9,10,53,45,8,0,2,-1,-2
botafogo-rj,2013,35,athlético-pr,botafogo-rj,1,4,0,0,57,16,10,9,50,38,12,1,0,1,1
vitória,2013,35,santos,vitória,1,2,0,0,54,15,11,9,52,48,4,1,0,8,1
atlético-mg,2013,35,portuguesa,portuguesa,-1,2,0,0,52,14,11,10,41,33,8,0,1,-1,-2
são paulo,2013,35,fluminense,fluminense,-1,2,1,0,49,14,14,7,38,37,1,0,1,2,-1
corinthians,2013,35,vasco,-,1,0,0,0,49,11,8,16,27,20,7,0,0,-1,1
santos,2013,35,vitória,vitória,-1,2,0,0,48,12,11,12,45,37,8,0,1,-1,-1
internacional,2013,35,goiás,goiás,-1,3,1,0,45,11,12,12,51,52,-1,0,2,3,-7
flamengo,2013,35,grêmio,grêmio,-1,2,1,0,45,11,12,12,39,41,-2,0,2,1,-3
portuguesa,2013,35,atlético-mg,portuguesa,1,2,0,0,44,11,13,11,48,45,3,1,0,1,1
criciúma,2013,35,coritiba,criciúma,-1,1,2,0,42,12,17,6,47,59,-12,3,0,5,-17
fluminense,2013,35,são paulo,fluminense,1,2,1,0,42,11,15,9,39,43,-4,2,0,2,-1
bahia,2013,35,náutico,bahia,-1,0,1,0,42,10,13,12,33,42,-9,1,0,1,0
coritiba,2013,35,criciúma,criciúma,1,1,2,0,41,10,14,11,39,44,-5,0,2,1,-2
vasco,2013,35,corinthians,-,-1,0,0,0,38,9,15,11,45,55,-10,0,0,-2,-6
ponte preta,2013,35,cruzeiro,-,-1,2,2,0,35,9,18,8,36,52,-16,0,0,1,-6
náutico,2013,35,bahia,bahia,1,0,1,0,17,4,26,5,20,71,-51,0,10,-5,-11
cruzeiro,2013,36,vasco,vasco,-1,2,1,0,75,23,7,6,75,34,41,0,1,8,-3
athlético-pr,2013,36,náutico,athlético-pr,1,6,1,0,61,17,9,10,59,46,13,1,0,1,-3
grêmio,2013,36,ponte preta,-,-1,1,1,0,61,17,9,10,41,35,6,0,0,3,-2
goiás,2013,36,atlético-mg,atlético-mg,-1,4,1,0,59,16,9,11,48,40,8,0,1,17,-2
botafogo-rj,2013,36,são paulo,-,-1,1,1,0,58,16,10,10,51,39,12,0,0,2,-1
atlético-mg,2013,36,goiás,atlético-mg,1,4,1,0,55,15,11,10,45,34,11,1,0,1,-3
vitória,2013,36,criciúma,-,-1,1,1,0,55,15,11,10,53,49,4,0,0,9,-1
santos,2013,36,fluminense,santos,1,1,0,0,51,13,11,12,46,37,9,1,0,1,1
são paulo,2013,36,botafogo-rj,-,1,1,1,0,50,14,14,8,39,38,1,0,0,3,-2
corinthians,2013,36,flamengo,flamengo,-1,1,0,0,49,11,9,16,27,21,6,0,1,-2,-1
flamengo,2013,36,corinthians,flamengo,1,1,0,0,48,12,12,12,40,41,-1,1,0,2,1
internacional,2013,36,coritiba,-,1,0,0,0,46,11,12,13,51,52,-1,0,0,-1,1
bahia,2013,36,portuguesa,bahia,1,1,0,0,45,11,13,12,34,42,-8,2,0,2,1
portuguesa,2013,36,bahia,bahia,-1,1,0,0,44,11,14,11,48,46,2,0,1,-1,-1
criciúma,2013,36,vitória,-,1,1,1,0,43,12,17,7,48,60,-12,0,0,6,-18
fluminense,2013,36,santos,santos,-1,1,0,0,42,11,16,9,39,44,-5,0,1,-1,-2
coritiba,2013,36,internacional,-,-1,0,0,0,42,10,14,12,39,44,-5,0,0,-1,-1
vasco,2013,36,cruzeiro,vasco,1,2,1,0,41,10,15,11,47,56,-9,1,0,1,-7
ponte preta,2013,36,grêmio,-,1,1,1,0,36,9,18,9,37,53,-16,0,0,2,-7
náutico,2013,36,athlético-pr,athlético-pr,-1,6,1,0,17,4,27,5,21,77,-56,0,11,1,-12
cruzeiro,2013,37,bahia,bahia,1,1,2,0,75,23,8,6,76,36,40,0,2,9,-4
grêmio,2013,37,goiás,grêmio,1,1,0,0,64,18,9,10,42,35,7,1,0,4,1
athlético-pr,2013,37,santos,santos,-1,2,1,0,61,17,10,10,60,48,12,0,1,2,-4
goiás,2013,37,grêmio,grêmio,-1,1,0,0,59,16,10,11,48,41,7,0,2,-1,-3
botafogo-rj,2013,37,coritiba,coritiba,-1,2,1,0,58,16,11,10,52,41,11,0,1,3,-2
vitória,2013,37,flamengo,vitória,1,4,2,0,58,16,11,10,57,51,6,1,0,10,-2
atlético-mg,2013,37,fluminense,-,-1,2,2,0,56,15,11,11,47,36,11,0,0,2,-4
santos,2013,37,athlético-pr,santos,1,2,1,0,54,14,11,12,48,38,10,2,0,2,-1
são paulo,2013,37,criciúma,criciúma,-1,1,0,0,50,14,15,8,39,39,0,0,1,-1,-3
corinthians,2013,37,internacional,-,1,0,0,0,50,11,9,17,27,21,6,0,0,-3,1
flamengo,2013,37,vitória,vitória,-1,4,2,0,48,12,13,12,42,45,-3,0,1,3,-1
bahia,2013,37,cruzeiro,bahia,-1,1,2,0,48,12,13,12,36,43,-7,3,0,3,-1
portuguesa,2013,37,ponte preta,portuguesa,-1,0,2,0,47,12,14,11,50,46,4,1,0,1,0
internacional,2013,37,corinthians,-,-1,0,0,0,47,11,12,14,51,52,-1,0,0,-2,1
criciúma,2013,37,são paulo,criciúma,1,1,0,0,46,13,17,7,49,60,-11,1,0,7,1
coritiba,2013,37,botafogo-rj,coritiba,1,2,1,0,45,11,14,12,41,45,-4,1,0,1,-2
vasco,2013,37,náutico,vasco,1,2,0,0,44,11,15,11,49,56,-7,2,0,2,1
fluminense,2013,37,atlético-mg,-,1,2,2,0,43,11,16,10,41,46,-5,0,0,1,-3
ponte preta,2013,37,portuguesa,portuguesa,1,0,2,0,36,9,19,9,37,55,-18,0,1,-1,-8
náutico,2013,37,vasco,vasco,-1,2,0,0,17,4,28,5,21,79,-58,0,12,-1,-13
cruzeiro,2013,38,flamengo,-,-1,1,1,1,76,23,8,7,77,37,40,0,0,10,-5
grêmio,2013,38,portuguesa,-,-1,0,0,2,65,18,9,11,42,35,7,0,0,-1,1
athlético-pr,2013,38,vasco,athlético-pr,1,5,1,3,64,18,10,10,65,49,16,1,0,3,-5
botafogo-rj,2013,38,criciúma,botafogo-rj,1,3,0,4,61,17,11,10,55,41,14,1,0,4,1
vitória,2013,38,atlético-mg,-,-1,2,2,5,59,16,11,11,59,53,6,0,0,11,-3
goiás,2013,38,santos,santos,1,0,3,6,59,16,11,11,48,44,4,0,3,-2,-4
santos,2013,38,goiás,santos,-1,0,3,7,57,15,11,12,51,38,13,3,0,3,0
atlético-mg,2013,38,vitória,-,1,2,2,8,57,15,11,12,49,38,11,0,0,3,-5
são paulo,2013,38,coritiba,coritiba,1,0,1,9,50,14,16,8,39,40,-1,0,2,-2,-4
corinthians,2013,38,náutico,náutico,-1,1,0,10,50,11,10,17,27,22,5,0,1,-4,-1
flamengo,2013,38,cruzeiro,-,1,1,1,11,49,12,13,13,43,46,-3,0,0,4,-2
portuguesa,2013,38,grêmio,-,1,0,0,12,48,12,14,12,50,46,4,0,0,-1,1
coritiba,2013,38,são paulo,coritiba,-1,0,1,13,48,12,14,12,42,45,-3,2,0,2,-1
bahia,2013,38,fluminense,fluminense,1,1,2,14,48,12,14,12,37,45,-8,0,1,4,-2
internacional,2013,38,ponte preta,-,1,0,0,15,48,11,12,15,51,52,-1,0,0,-3,1
criciúma,2013,38,botafogo-rj,botafogo-rj,-1,3,0,16,46,13,18,7,49,63,-14,0,1,-1,-1
fluminense,2013,38,bahia,fluminense,-1,1,2,17,46,12,16,10,43,47,-4,1,0,2,-4
vasco,2013,38,athlético-pr,athlético-pr,-1,5,1,18,44,11,16,11,50,61,-11,0,1,3,-1
ponte preta,2013,38,internacional,-,-1,0,0,19,37,9,19,10,37,55,-18,0,0,-2,-7
náutico,2013,38,corinthians,náutico,1,1,0,20,20,5,28,5,22,79,-57,1,0,1,1
fluminense,2014,1,figueirense,fluminense,1,3,0,0,3,1,0,0,3,0,3,1,0,1,1
são paulo,2014,1,botafogo-rj,são paulo,1,3,0,0,3,1,0,0,3,0,3,1,0,1,1
cruzeiro,2014,1,bahia,cruzeiro,-1,1,2,0,3,1,0,0,2,1,1,1,0,1,-1
palmeiras,2014,1,criciúma,palmeiras,-1,1,2,0,3,1,0,0,2,1,1,1,0,1,-1
internacional,2014,1,vitória,internacional,1,1,0,0,3,1,0,0,1,0,1,1,0,1,1
athlético-pr,2014,1,grêmio,athlético-pr,1,1,0,0,3,1,0,0,1,0,1,1,0,1,1
coritiba,2014,1,chapecoense,-,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
corinthians,2014,1,atlético-mg,-,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
goiás,2014,1,flamengo,-,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
sport,2014,1,santos,-,-1,1,1,0,1,0,0,1,1,1,0,0,0,1,-1
chapecoense,2014,1,coritiba,-,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
atlético-mg,2014,1,corinthians,-,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
flamengo,2014,1,goiás,-,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
santos,2014,1,sport,-,1,1,1,0,1,0,0,1,1,1,0,0,0,1,-1
vitória,2014,1,internacional,internacional,-1,1,0,0,0,0,1,0,0,1,-1,0,1,-1,-1
grêmio,2014,1,athlético-pr,athlético-pr,-1,1,0,0,0,0,1,0,0,1,-1,0,1,-1,-1
bahia,2014,1,cruzeiro,cruzeiro,1,1,2,0,0,0,1,0,1,2,-1,0,1,1,-1
criciúma,2014,1,palmeiras,palmeiras,1,1,2,0,0,0,1,0,1,2,-1,0,1,1,-1
figueirense,2014,1,fluminense,fluminense,-1,3,0,0,0,0,1,0,0,3,-3,0,1,-1,-1
botafogo-rj,2014,1,são paulo,são paulo,-1,3,0,0,0,0,1,0,0,3,-3,0,1,-1,-1
fluminense,2014,2,palmeiras,fluminense,-1,0,1,0,6,2,0,0,4,0,4,2,0,2,1
são paulo,2014,2,cruzeiro,-,-1,1,1,0,4,1,0,1,4,1,3,0,0,2,-1
corinthians,2014,2,flamengo,corinthians,1,2,0,0,4,1,0,1,2,0,2,1,0,1,1
athlético-pr,2014,2,vitória,-,-1,2,2,0,4,1,0,1,3,2,1,0,0,2,-1
internacional,2014,2,botafogo-rj,-,-1,2,2,0,4,1,0,1,3,2,1,0,0,2,-1
cruzeiro,2014,2,são paulo,-,1,1,1,0,4,1,0,1,3,2,1,0,0,2,-2
goiás,2014,2,criciúma,goiás,1,1,0,0,4,1,0,1,1,0,1,1,0,1,1
sport,2014,2,chapecoense,sport,1,2,1,0,4,1,0,1,3,2,1,1,0,2,-2
bahia,2014,2,figueirense,bahia,-1,0,2,0,3,1,1,0,3,2,1,1,0,2,0
palmeiras,2014,2,fluminense,fluminense,1,0,1,0,3,1,1,0,2,2,0,0,1,-1,-2
grêmio,2014,2,atlético-mg,grêmio,1,2,1,0,3,1,1,0,2,2,0,1,0,1,-2
santos,2014,2,coritiba,-,-1,0,0,0,2,0,0,2,1,1,0,0,0,-1,0
coritiba,2014,2,santos,-,1,0,0,0,2,0,0,2,0,0,0,0,0,-2,1
atlético-mg,2014,2,grêmio,grêmio,-1,2,1,0,1,0,1,1,1,2,-1,0,1,1,-1
chapecoense,2014,2,sport,sport,-1,2,1,0,1,0,1,1,1,2,-1,0,1,1,-1
vitória,2014,2,athlético-pr,-,1,2,2,0,1,0,1,1,2,3,-1,0,0,1,-2
flamengo,2014,2,corinthians,corinthians,-1,2,0,0,1,0,1,1,0,2,-2,0,1,-2,-1
botafogo-rj,2014,2,internacional,-,1,2,2,0,1,0,1,1,2,5,-3,0,0,1,-2
criciúma,2014,2,goiás,goiás,-1,1,0,0,0,0,2,0,1,3,-2,0,2,-1,-2
