Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
são paulo,2011,10,internacional,são paulo,-1,0,3,0,21,7,3,0,14,10,4,2,0,2,-3
flamengo,2011,10,palmeiras,-,-1,0,0,0,20,5,0,5,18,8,10,0,0,-1,1
palmeiras,2011,10,flamengo,-,1,0,0,0,19,5,1,4,16,6,10,0,0,-1,1
vasco,2011,10,athlético-pr,vasco,1,2,1,0,17,5,3,2,15,14,1,2,0,3,-1
botafogo-rj,2011,10,corinthians,corinthians,1,0,2,0,16,4,2,4,12,9,3,0,1,-1,-4
cruzeiro,2011,10,bahia,cruzeiro,1,2,1,0,15,4,3,3,14,10,4,1,0,9,-2
internacional,2011,10,são paulo,são paulo,1,0,3,0,15,4,3,3,17,13,4,0,2,-2,-2
santos,2011,10,atlético-mg,santos,1,2,1,0,15,4,3,3,11,11,0,1,0,1,-4
figueirense,2011,10,grêmio,-,1,0,0,0,15,4,3,3,10,11,-1,0,0,-1,1
ceará,2011,10,américa-mg,ceará,1,4,0,0,14,4,4,2,16,15,1,1,0,5,1
coritiba,2011,10,fluminense,coritiba,1,3,1,0,13,4,5,1,18,14,4,1,0,1,-2
fluminense,2011,10,coritiba,coritiba,-1,3,1,0,12,4,6,0,9,13,-4,0,3,1,-6
grêmio,2011,10,figueirense,-,-1,0,0,0,12,3,4,3,11,12,-1,0,0,-1,1
atlético-mg,2011,10,santos,santos,-1,2,1,0,11,3,5,2,13,18,-5,0,1,2,-1
bahia,2011,10,cruzeiro,cruzeiro,-1,2,1,0,10,2,4,4,12,14,-2,0,1,3,-6
atlético-go,2011,10,avaí,avaí,1,0,1,0,8,2,6,2,8,12,-4,0,2,-2,-9
avaí,2011,10,atlético-go,avaí,-1,0,1,0,7,1,5,4,9,22,-13,1,0,1,-6
américa-mg,2011,10,ceará,ceará,-1,4,0,0,6,1,6,3,10,22,-12,0,2,-2,-10
athlético-pr,2011,10,vasco,vasco,-1,2,1,0,2,0,8,2,3,16,-13,0,1,1,-1
corinthians,2011,11,cruzeiro,cruzeiro,1,0,1,0,26,8,1,2,18,5,13,0,1,-1,-1
são paulo,2011,11,atlético-go,-,1,2,2,0,22,7,3,1,16,12,4,0,0,3,-4
flamengo,2011,11,ceará,-,1,1,1,0,21,5,0,6,19,9,10,0,0,1,-1
vasco,2011,11,atlético-mg,vasco,-1,1,2,0,20,6,3,2,17,15,2,3,0,4,-2
palmeiras,2011,11,fluminense,fluminense,-1,1,0,0,19,5,2,4,16,7,9,0,1,-2,-1
internacional,2011,11,avaí,internacional,-1,1,3,0,18,5,3,3,20,14,6,1,0,1,-3
cruzeiro,2011,11,corinthians,cruzeiro,-1,0,1,0,18,5,3,3,15,10,5,2,0,10,-1
botafogo-rj,2011,11,athlético-pr,athlético-pr,-1,2,1,0,16,4,3,4,13,11,2,0,2,1,-5
figueirense,2011,11,américa-mg,-,-1,0,0,0,16,4,3,4,10,11,-1,0,0,-2,1
fluminense,2011,11,palmeiras,fluminense,1,1,0,0,15,5,6,0,10,13,-3,1,0,2,1
ceará,2011,11,flamengo,-,-1,1,1,0,15,4,4,3,17,16,1,0,0,6,-1
grêmio,2011,11,santos,grêmio,1,1,0,0,15,4,4,3,12,12,0,1,0,1,1
santos,2011,11,grêmio,grêmio,-1,1,0,0,15,4,4,3,11,12,-1,0,1,-1,-5
coritiba,2011,11,bahia,-,-1,0,0,0,14,4,5,2,18,14,4,0,0,-1,-1
atlético-mg,2011,11,vasco,vasco,1,1,2,0,11,3,6,2,14,20,-6,0,2,3,-2
bahia,2011,11,coritiba,-,1,0,0,0,11,2,4,5,12,14,-2,0,0,-1,1
atlético-go,2011,11,são paulo,-,-1,2,2,0,9,2,6,3,10,14,-4,0,0,1,-10
américa-mg,2011,11,figueirense,-,1,0,0,0,7,1,6,4,10,22,-12,0,0,-3,1
avaí,2011,11,internacional,internacional,1,1,3,0,7,1,6,4,10,25,-15,0,1,2,-7
athlético-pr,2011,11,botafogo-rj,athlético-pr,1,2,1,0,5,1,8,2,5,17,-12,1,0,2,-2
corinthians,2011,12,internacional,corinthians,1,1,0,0,29,9,1,2,19,5,14,1,0,1,1
são paulo,2011,12,coritiba,são paulo,-1,3,4,0,25,8,3,1,20,15,5,1,0,4,-5
flamengo,2011,12,santos,flamengo,-1,4,5,0,24,6,0,6,24,13,11,1,0,2,-2
palmeiras,2011,12,figueirense,palmeiras,-1,0,1,0,22,6,2,4,17,7,10,1,0,1,0
vasco,2011,12,bahia,-,1,1,1,0,21,6,3,3,18,16,2,0,0,5,-3
botafogo-rj,2011,12,avaí,botafogo-rj,1,2,1,0,19,5,3,4,15,12,3,1,0,2,-6
internacional,2011,12,corinthians,corinthians,-1,1,0,0,18,5,4,3,20,15,5,0,1,-1,-4
cruzeiro,2011,12,atlético-go,atlético-go,-1,2,0,0,18,5,4,3,15,12,3,0,1,-1,-2
ceará,2011,12,athlético-pr,ceará,1,2,1,0,18,5,4,3,19,17,2,1,0,7,-2
grêmio,2011,12,américa-mg,-,1,1,1,0,16,4,4,4,13,13,0,0,0,2,-1
figueirense,2011,12,palmeiras,palmeiras,1,0,1,0,16,4,4,4,10,12,-2,0,1,-3,-1
fluminense,2011,12,atlético-mg,atlético-mg,-1,1,0,0,15,5,7,0,10,14,-4,0,1,-1,-1
santos,2011,12,flamengo,flamengo,1,4,5,0,15,4,5,3,15,17,-2,0,2,1,-6
coritiba,2011,12,são paulo,são paulo,1,3,4,0,14,4,6,2,21,18,3,0,1,1,-2
atlético-mg,2011,12,fluminense,atlético-mg,1,1,0,0,14,4,6,2,15,20,-5,1,0,4,1
atlético-go,2011,12,cruzeiro,atlético-go,1,2,0,0,12,3,6,3,12,14,-2,1,0,2,1
bahia,2011,12,vasco,-,-1,1,1,0,12,2,4,6,13,15,-2,0,0,1,-1
américa-mg,2011,12,grêmio,-,-1,1,1,0,8,1,6,5,11,23,-12,0,0,1,-1
avaí,2011,12,botafogo-rj,botafogo-rj,-1,2,1,0,7,1,7,4,11,27,-16,0,2,3,-8
athlético-pr,2011,12,ceará,ceará,-1,2,1,0,5,1,9,2,6,19,-13,0,1,3,-3
corinthians,2011,13,avaí,avaí,-1,3,2,0,29,9,2,2,21,8,13,0,1,2,-1
flamengo,2011,13,grêmio,flamengo,1,2,0,0,27,7,0,6,26,13,13,2,0,3,1
são paulo,2011,13,vasco,vasco,1,0,2,0,25,8,4,1,20,17,3,0,1,-1,-6
palmeiras,2011,13,atlético-mg,palmeiras,1,3,2,0,25,7,2,4,20,9,11,2,0,2,-1
vasco,2011,13,são paulo,vasco,-1,0,2,0,24,7,3,3,20,16,4,1,0,6,-2
botafogo-rj,2011,13,cruzeiro,botafogo-rj,-1,0,1,0,22,6,3,4,16,12,4,2,0,3,-5
internacional,2011,13,atlético-go,-,1,0,0,0,19,5,4,4,20,15,5,0,0,-2,1
fluminense,2011,13,ceará,fluminense,1,4,0,0,18,6,7,0,14,14,0,1,0,1,1
cruzeiro,2011,13,botafogo-rj,botafogo-rj,1,0,1,0,18,5,5,3,15,13,2,0,2,-2,-3
ceará,2011,13,fluminense,fluminense,-1,4,0,0,18,5,5,3,19,21,-2,0,1,-1,-3
coritiba,2011,13,américa-mg,coritiba,-1,1,3,0,17,5,6,2,24,19,5,1,0,2,-3
grêmio,2011,13,flamengo,flamengo,-1,2,0,0,16,4,5,4,13,15,-2,0,1,-1,-2
figueirense,2011,13,bahia,bahia,-1,3,1,0,16,4,5,4,11,15,-4,0,2,1,-2
santos,2011,13,athlético-pr,athlético-pr,-1,3,2,0,15,4,6,3,17,20,-3,0,3,2,-7
bahia,2011,13,figueirense,bahia,1,3,1,0,15,3,4,6,16,16,0,1,0,2,-2
atlético-mg,2011,13,palmeiras,palmeiras,-1,3,2,0,14,4,7,2,17,23,-6,0,1,5,-1
atlético-go,2011,13,internacional,-,-1,0,0,0,13,3,6,4,12,14,-2,0,0,-1,1
avaí,2011,13,corinthians,avaí,1,3,2,0,10,2,7,4,14,29,-15,1,0,4,-9
athlético-pr,2011,13,santos,athlético-pr,1,3,2,0,8,2,9,2,9,21,-12,1,0,4,-4
américa-mg,2011,13,coritiba,coritiba,1,1,3,0,8,1,7,5,12,26,-14,0,1,2,-2
corinthians,2011,14,américa-mg,corinthians,1,2,1,0,32,10,2,2,23,9,14,1,0,3,-2
flamengo,2011,14,cruzeiro,flamengo,-1,0,1,0,30,8,0,6,27,13,14,3,0,4,1
são paulo,2011,14,bahia,são paulo,1,3,0,0,28,9,4,1,23,17,6,1,0,1,1
vasco,2011,14,santos,vasco,1,2,0,0,27,8,3,3,22,16,6,2,0,7,1
palmeiras,2011,14,coritiba,-,-1,1,1,0,26,7,2,5,21,10,11,0,0,3,-2
botafogo-rj,2011,14,figueirense,figueirense,-1,2,0,0,22,6,4,4,16,14,2,0,1,-1,-6
fluminense,2011,14,internacional,fluminense,1,2,0,0,21,7,7,0,16,14,2,2,0,2,1
internacional,2011,14,fluminense,fluminense,-1,2,0,0,19,5,5,4,20,17,3,0,1,-3,-1
figueirense,2011,14,botafogo-rj,figueirense,1,2,0,0,19,5,5,4,13,15,-2,1,0,2,1
coritiba,2011,14,palmeiras,-,1,1,1,0,18,5,6,3,25,20,5,0,0,3,-4
cruzeiro,2011,14,flamengo,flamengo,1,0,1,0,18,5,6,3,15,14,1,0,3,-3,-4
ceará,2011,14,avaí,avaí,1,0,3,0,18,5,6,3,19,24,-5,0,2,-2,-4
grêmio,2011,14,atlético-mg,-,1,2,2,0,17,4,5,5,15,17,-2,0,0,1,-3
santos,2011,14,vasco,vasco,-1,2,0,0,15,4,7,3,17,22,-5,0,4,-1,-8
atlético-mg,2011,14,grêmio,-,-1,2,2,0,15,4,7,3,19,25,-6,0,0,6,-2
bahia,2011,14,são paulo,são paulo,-1,3,0,0,15,3,5,6,16,19,-3,0,1,-1,-3
atlético-go,2011,14,athlético-pr,athlético-pr,1,0,3,0,13,3,7,4,12,17,-5,0,1,-2,-1
avaí,2011,14,ceará,avaí,-1,0,3,0,13,3,7,4,17,29,-12,2,0,5,-8
athlético-pr,2011,14,atlético-go,athlético-pr,-1,0,3,0,11,3,9,2,12,21,-9,2,0,5,-3
américa-mg,2011,14,corinthians,corinthians,-1,2,1,0,8,1,8,5,13,28,-15,0,2,3,-3
corinthians,2011,15,athlético-pr,-,-1,1,1,0,33,10,2,3,24,10,14,0,0,4,-3
flamengo,2011,15,coritiba,flamengo,1,1,0,0,33,9,0,6,28,13,15,4,0,5,1
são paulo,2011,15,avaí,são paulo,-1,1,2,0,31,10,4,1,25,18,7,2,0,2,-1
vasco,2011,15,botafogo-rj,botafogo-rj,-1,4,0,0,27,8,4,3,22,20,2,0,1,-1,-1
palmeiras,2011,15,grêmio,-,1,0,0,0,27,7,2,6,21,10,11,0,0,-1,1
botafogo-rj,2011,15,vasco,botafogo-rj,1,4,0,0,25,7,4,4,20,14,6,1,0,1,1
internacional,2011,15,cruzeiro,internacional,1,3,2,0,22,6,5,4,23,19,4,1,0,1,-2
figueirense,2011,15,atlético-mg,figueirense,-1,1,2,0,22,6,5,4,15,16,-1,2,0,3,-1
fluminense,2011,15,américa-mg,américa-mg,-1,3,0,0,21,7,8,0,16,17,-1,0,1,-1,-1
coritiba,2011,15,flamengo,flamengo,-1,1,0,0,18,5,7,3,25,21,4,0,1,-1,-5
cruzeiro,2011,15,internacional,internacional,-1,3,2,0,18,5,7,3,17,17,0,0,4,1,-5
santos,2011,15,ceará,santos,1,1,0,0,18,5,7,3,18,22,-4,1,0,1,1
ceará,2011,15,santos,santos,-1,1,0,0,18,5,7,3,19,25,-6,0,3,-3,-5
grêmio,2011,15,palmeiras,-,-1,0,0,0,18,4,5,6,15,17,-2,0,0,-1,-2
bahia,2011,15,atlético-go,bahia,1,2,1,0,18,4,5,6,18,20,-2,1,0,1,-4
atlético-mg,2011,15,figueirense,figueirense,1,1,2,0,15,4,8,3,20,27,-7,0,1,7,-3
atlético-go,2011,15,bahia,bahia,-1,2,1,0,13,3,8,4,13,19,-6,0,2,1,-2
avaí,2011,15,são paulo,são paulo,1,1,2,0,13,3,8,4,18,31,-13,0,1,6,-9
athlético-pr,2011,15,corinthians,-,1,1,1,0,12,3,9,3,13,22,-9,0,0,6,-4
américa-mg,2011,15,fluminense,américa-mg,1,3,0,0,11,2,8,5,16,28,-12,1,0,4,1
corinthians,2011,16,ceará,-,1,2,2,0,34,10,2,4,26,12,14,0,0,5,-4
flamengo,2011,16,figueirense,-,-1,2,2,0,34,9,0,7,30,15,15,0,0,6,-1
são paulo,2011,16,athlético-pr,-,1,2,2,0,32,10,4,2,27,20,7,0,0,3,-2
vasco,2011,16,palmeiras,vasco,1,1,0,0,30,9,4,3,23,20,3,1,0,1,1
botafogo-rj,2011,16,américa-mg,botafogo-rj,1,4,2,0,28,8,4,4,24,16,8,2,0,2,-1
palmeiras,2011,16,vasco,vasco,-1,1,0,0,27,7,3,6,21,11,10,0,1,-2,-1
internacional,2011,16,bahia,-,-1,1,1,0,23,6,5,5,24,20,4,0,0,2,-3
figueirense,2011,16,flamengo,-,1,2,2,0,23,6,5,5,17,18,-1,0,0,4,-2
fluminense,2011,16,grêmio,grêmio,-1,2,1,0,21,7,9,0,17,19,-2,0,2,1,-2
coritiba,2011,16,atlético-mg,coritiba,1,3,0,0,21,6,7,3,28,21,7,1,0,1,1
cruzeiro,2011,16,avaí,cruzeiro,1,5,0,0,21,6,7,3,22,17,5,1,0,2,1
grêmio,2011,16,fluminense,grêmio,1,2,1,0,21,5,5,6,17,18,-1,1,0,1,-3
ceará,2011,16,corinthians,-,-1,2,2,0,19,5,7,4,21,27,-6,0,0,1,-6
bahia,2011,16,internacional,-,1,1,1,0,19,4,5,7,19,21,-2,0,0,2,-5
santos,2011,16,atlético-go,atlético-go,-1,2,0,0,18,5,8,3,18,24,-6,0,1,-1,-1
atlético-go,2011,16,santos,atlético-go,1,2,0,0,16,4,8,4,15,19,-4,1,0,2,1
atlético-mg,2011,16,coritiba,coritiba,-1,3,0,0,15,4,9,3,20,30,-10,0,2,-1,-4
athlético-pr,2011,16,são paulo,-,-1,2,2,0,13,3,9,4,15,24,-9,0,0,7,-5
avaí,2011,16,cruzeiro,cruzeiro,-1,5,0,0,13,3,9,4,18,36,-18,0,2,-1,-10
américa-mg,2011,16,botafogo-rj,botafogo-rj,-1,4,2,0,11,2,9,5,18,32,-14,0,1,5,-1
corinthians,2011,17,atlético-mg,corinthians,-1,2,3,0,37,11,2,4,29,14,15,1,0,6,-5
flamengo,2011,17,atlético-go,atlético-go,1,1,4,0,34,9,1,7,31,19,12,0,1,7,-2
são paulo,2011,17,américa-mg,-,-1,1,1,0,33,10,4,3,28,21,7,0,0,4,-3
vasco,2011,17,avaí,vasco,-1,0,2,0,33,10,4,3,25,20,5,2,0,2,1
botafogo-rj,2011,17,internacional,internacional,-1,1,0,0,28,8,5,4,24,17,7,0,1,-1,-2
palmeiras,2011,17,bahia,-,1,1,1,0,28,7,3,7,22,12,10,0,0,1,-2
internacional,2011,17,botafogo-rj,internacional,1,1,0,0,26,7,5,5,25,20,5,1,0,3,1
fluminense,2011,17,figueirense,fluminense,1,3,0,0,24,8,9,0,20,19,1,1,0,2,1
coritiba,2011,17,santos,coritiba,-1,2,3,0,24,7,7,3,31,23,8,2,0,2,-1
figueirense,2011,17,fluminense,fluminense,-1,3,0,0,23,6,6,5,17,21,-4,0,1,-1,-3
ceará,2011,17,grêmio,ceará,1,3,0,0,22,6,7,4,24,27,-3,1,0,2,1
cruzeiro,2011,17,athlético-pr,athlético-pr,-1,2,1,0,21,6,8,3,23,19,4,0,1,3,-1
grêmio,2011,17,ceará,ceará,-1,3,0,0,21,5,6,6,17,21,-4,0,1,-1,-4
bahia,2011,17,palmeiras,-,-1,1,1,0,20,4,5,8,20,22,-2,0,0,3,-6
atlético-go,2011,17,flamengo,atlético-go,-1,1,4,0,19,5,8,4,19,20,-1,2,0,3,-1
santos,2011,17,coritiba,coritiba,1,2,3,0,18,5,9,3,20,27,-7,0,2,1,-2
athlético-pr,2011,17,cruzeiro,athlético-pr,1,2,1,0,16,4,9,4,17,25,-8,1,0,8,-6
atlético-mg,2011,17,corinthians,corinthians,1,2,3,0,15,4,10,3,22,33,-11,0,3,1,-5
avaí,2011,17,vasco,vasco,1,0,2,0,13,3,10,4,18,38,-20,0,3,-2,-11
américa-mg,2011,17,são paulo,-,1,1,1,0,12,2,9,6,19,33,-14,0,0,6,-2
corinthians,2011,18,figueirense,figueirense,1,0,2,0,37,11,3,4,29,16,13,0,1,-1,-6
flamengo,2011,18,internacional,-,-1,2,2,0,35,9,1,8,33,21,12,0,0,8,-3
são paulo,2011,18,palmeiras,-,1,1,1,0,34,10,4,4,29,22,7,0,0,5,-4
vasco,2011,18,fluminense,-,1,1,1,0,34,10,4,4,26,21,5,0,0,3,-1
botafogo-rj,2011,18,atlético-mg,botafogo-rj,1,3,1,0,31,9,5,4,27,18,9,1,0,1,-3
palmeiras,2011,18,são paulo,-,-1,1,1,0,29,7,3,8,23,13,10,0,0,2,-3
internacional,2011,18,flamengo,-,1,2,2,0,27,7,5,6,27,22,5,0,0,4,-1
figueirense,2011,18,corinthians,figueirense,-1,0,2,0,26,7,6,5,19,21,-2,1,0,1,-2
fluminense,2011,18,vasco,-,-1,1,1,0,25,8,9,1,21,20,1,0,0,3,-1
coritiba,2011,18,avaí,-,-1,0,0,0,25,7,7,4,31,23,8,0,0,-1,0
cruzeiro,2011,18,ceará,cruzeiro,1,1,0,0,24,7,8,3,24,19,5,1,0,4,1
atlético-go,2011,18,grêmio,atlético-go,1,1,0,0,22,6,8,4,20,20,0,3,0,4,1
ceará,2011,18,cruzeiro,cruzeiro,-1,1,0,0,22,6,8,4,24,28,-4,0,1,-1,-1
santos,2011,18,bahia,santos,-1,1,2,0,21,6,9,3,22,28,-6,1,0,2,-3
grêmio,2011,18,atlético-go,atlético-go,-1,1,0,0,21,5,7,6,17,22,-5,0,2,-2,-5
bahia,2011,18,santos,santos,1,1,2,0,20,4,6,8,21,24,-3,0,1,4,-7
athlético-pr,2011,18,américa-mg,-,1,2,2,0,17,4,9,5,19,27,-8,0,0,9,-7
atlético-mg,2011,18,botafogo-rj,botafogo-rj,-1,3,1,0,15,4,11,3,23,36,-13,0,4,2,-6
avaí,2011,18,coritiba,-,1,0,0,0,14,3,10,5,18,38,-20,0,0,-3,1
américa-mg,2011,18,athlético-pr,-,-1,2,2,0,13,2,9,7,21,35,-14,0,0,7,-3
corinthians,2011,19,palmeiras,palmeiras,-1,2,1,0,37,11,4,4,30,18,12,0,2,1,-7
flamengo,2011,19,vasco,-,1,0,0,0,36,9,1,9,33,21,12,0,0,-1,1
são paulo,2011,19,santos,-,-1,1,1,0,35,10,4,5,30,23,7,0,0,6,-5
vasco,2011,19,flamengo,-,-1,0,0,0,35,10,4,5,26,21,5,0,0,-1,0
botafogo-rj,2011,19,fluminense,botafogo-rj,-1,1,2,0,34,10,5,4,29,19,10,2,0,2,-4
palmeiras,2011,19,corinthians,palmeiras,1,2,1,0,32,8,3,8,25,14,11,1,0,3,-4
cruzeiro,2011,19,atlético-mg,cruzeiro,-1,1,2,0,27,8,8,3,26,20,6,2,0,5,-1
internacional,2011,19,grêmio,grêmio,-1,2,1,0,27,7,6,6,28,24,4,0,1,5,-2
coritiba,2011,19,athlético-pr,-,1,1,1,0,26,7,7,5,32,24,8,0,0,1,-1
figueirense,2011,19,avaí,avaí,1,2,3,0,26,7,7,5,21,24,-3,0,1,2,-3
fluminense,2011,19,botafogo-rj,botafogo-rj,1,1,2,0,25,8,10,1,22,22,0,0,1,4,-2
atlético-go,2011,19,américa-mg,atlético-go,-1,1,2,0,25,7,8,4,22,21,1,4,0,5,-1
ceará,2011,19,bahia,ceará,1,3,0,0,25,7,8,4,27,28,-1,1,0,1,1
grêmio,2011,19,internacional,grêmio,1,2,1,0,24,6,7,6,19,23,-4,1,0,1,-6
santos,2011,19,são paulo,-,1,1,1,0,22,6,9,4,23,29,-6,0,0,3,-4
bahia,2011,19,ceará,ceará,-1,3,0,0,20,4,7,8,21,27,-6,0,2,-1,-8
athlético-pr,2011,19,coritiba,-,-1,1,1,0,18,4,9,6,20,28,-8,0,0,10,-8
avaí,2011,19,figueirense,avaí,-1,2,3,0,17,4,10,5,21,40,-19,1,0,1,-1
atlético-mg,2011,19,cruzeiro,cruzeiro,1,1,2,0,15,4,12,3,24,38,-14,0,5,3,-7
américa-mg,2011,19,atlético-go,atlético-go,1,1,2,0,13,2,10,7,22,37,-15,0,1,8,-4
corinthians,2011,20,grêmio,corinthians,1,3,2,0,40,12,4,4,33,20,13,1,0,2,-8
vasco,2011,20,ceará,vasco,1,3,1,0,38,11,4,5,29,22,7,1,0,1,-1
botafogo-rj,2011,20,palmeiras,botafogo-rj,1,3,1,0,37,11,5,4,32,20,12,3,0,3,-5
flamengo,2011,20,avaí,avaí,-1,3,2,0,36,9,2,9,35,24,11,0,1,1,-1
são paulo,2011,20,fluminense,fluminense,1,1,2,0,35,10,5,5,31,25,6,0,1,7,-6
palmeiras,2011,20,botafogo-rj,botafogo-rj,-1,3,1,0,32,8,4,8,26,17,9,0,1,4,-5
figueirense,2011,20,cruzeiro,figueirense,-1,2,4,0,29,8,7,5,25,26,-1,1,0,3,-4
fluminense,2011,20,são paulo,fluminense,-1,1,2,0,28,9,10,1,24,23,1,1,0,5,-3
atlético-go,2011,20,coritiba,atlético-go,1,3,1,0,28,8,8,4,25,22,3,5,0,6,-2
internacional,2011,20,santos,-,1,3,3,0,28,7,6,7,31,27,4,0,0,6,-3
cruzeiro,2011,20,figueirense,figueirense,1,2,4,0,27,8,9,3,28,24,4,0,1,6,-2
coritiba,2011,20,atlético-go,atlético-go,-1,3,1,0,26,7,8,5,33,27,6,0,1,2,-2
ceará,2011,20,vasco,vasco,-1,3,1,0,25,7,9,4,28,31,-3,0,1,2,-1
grêmio,2011,20,corinthians,corinthians,-1,3,2,0,24,6,8,6,21,26,-5,0,1,2,-7
santos,2011,20,internacional,-,-1,3,3,0,23,6,9,5,26,32,-6,0,0,4,-5
bahia,2011,20,américa-mg,-,1,0,0,0,21,4,7,9,21,27,-6,0,0,-2,1
avaí,2011,20,flamengo,avaí,1,3,2,0,20,5,10,5,24,42,-18,2,0,2,-2
atlético-mg,2011,20,athlético-pr,atlético-mg,-1,0,1,0,18,5,12,3,25,38,-13,1,0,4,-6
athlético-pr,2011,20,atlético-mg,atlético-mg,1,0,1,0,18,4,10,6,20,29,-9,0,1,-1,-9
américa-mg,2011,20,bahia,-,-1,0,0,0,14,2,10,8,22,37,-15,0,0,-1,-3
corinthians,2011,21,coritiba,coritiba,-1,1,0,0,40,12,5,4,33,21,12,0,1,-1,-9
são paulo,2011,21,figueirense,são paulo,-1,1,2,0,38,11,5,5,33,26,7,1,0,8,-7
vasco,2011,21,américa-mg,américa-mg,-1,4,1,0,38,11,5,5,30,26,4,0,1,2,-2
botafogo-rj,2011,21,santos,santos,-1,2,0,0,37,11,6,4,32,22,10,0,1,-1,-6
flamengo,2011,21,bahia,bahia,1,1,3,0,36,9,3,9,36,27,9,0,2,2,-2
palmeiras,2011,21,cruzeiro,-,1,1,1,0,33,8,4,9,27,18,9,0,0,5,-6
fluminense,2011,21,atlético-go,fluminense,1,3,2,0,31,10,10,1,27,25,2,2,0,6,-4
coritiba,2011,21,corinthians,coritiba,1,1,0,0,29,8,8,5,34,27,7,1,0,3,1
figueirense,2011,21,são paulo,são paulo,1,1,2,0,29,8,8,5,26,28,-2,0,1,4,-5
internacional,2011,21,ceará,-,-1,1,1,0,29,7,6,8,32,28,4,0,0,7,-4
cruzeiro,2011,21,palmeiras,-,-1,1,1,0,28,8,9,4,29,25,4,0,0,7,-3
atlético-go,2011,21,fluminense,fluminense,-1,3,2,0,28,8,9,4,27,25,2,0,1,7,-3
grêmio,2011,21,athlético-pr,grêmio,1,4,0,0,27,7,8,6,25,26,-1,1,0,3,1
ceará,2011,21,internacional,-,1,1,1,0,26,7,9,5,29,32,-3,0,0,3,-2
santos,2011,21,botafogo-rj,santos,1,2,0,0,26,7,9,5,28,32,-4,1,0,5,1
bahia,2011,21,flamengo,bahia,-1,1,3,0,24,5,7,9,24,28,-4,1,0,1,-1
atlético-mg,2011,21,avaí,atlético-mg,1,2,0,0,21,6,12,3,27,38,-11,2,0,5,1
avaí,2011,21,atlético-mg,atlético-mg,-1,2,0,0,20,5,11,5,24,44,-20,0,1,-1,-3
athlético-pr,2011,21,grêmio,grêmio,-1,4,0,0,18,4,11,6,20,33,-13,0,2,-2,-10
américa-mg,2011,21,vasco,américa-mg,1,4,1,0,17,3,10,8,26,38,-12,1,0,1,-4
corinthians,2011,22,flamengo,corinthians,1,2,1,0,43,13,5,4,35,22,13,1,0,1,-10
são paulo,2011,22,atlético-mg,são paulo,1,2,1,0,41,12,5,5,35,27,8,2,0,9,-8
vasco,2011,22,coritiba,vasco,1,2,0,0,41,12,5,5,32,26,6,1,0,3,1
botafogo-rj,2011,22,ceará,botafogo-rj,1,4,0,0,40,12,6,4,36,22,14,1,0,1,1
flamengo,2011,22,corinthians,corinthians,-1,2,1,0,36,9,4,9,37,29,8,0,3,3,-3
fluminense,2011,22,cruzeiro,fluminense,-1,1,2,0,34,11,10,1,29,26,3,3,0,7,-5
palmeiras,2011,22,athlético-pr,-,-1,2,2,0,34,8,4,10,29,20,9,0,0,6,-7
internacional,2011,22,américa-mg,internacional,1,4,2,0,32,8,6,8,36,30,6,1,0,8,-5
grêmio,2011,22,bahia,grêmio,-1,1,2,0,30,8,8,6,27,27,0,2,0,4,-1
figueirense,2011,22,atlético-go,-,-1,1,1,0,30,8,8,6,27,29,-2,0,0,5,-6
coritiba,2011,22,vasco,vasco,-1,2,0,0,29,8,9,5,34,29,5,0,1,-1,-1
atlético-go,2011,22,figueirense,-,1,1,1,0,29,8,9,5,28,26,2,0,0,8,-4
santos,2011,22,avaí,santos,-1,1,2,0,29,8,9,5,30,33,-3,2,0,6,-1
cruzeiro,2011,22,fluminense,fluminense,1,1,2,0,28,8,10,4,30,27,3,0,1,8,-4
ceará,2011,22,botafogo-rj,botafogo-rj,-1,4,0,0,26,7,10,5,29,36,-7,0,1,-1,-3
bahia,2011,22,grêmio,grêmio,1,1,2,0,24,5,8,9,25,30,-5,0,1,2,-2
atlético-mg,2011,22,são paulo,são paulo,-1,2,1,0,21,6,13,3,28,40,-12,0,1,6,-1
avaí,2011,22,santos,santos,1,1,2,0,20,5,12,5,25,46,-21,0,2,1,-4
athlético-pr,2011,22,palmeiras,-,1,2,2,0,19,4,11,7,22,35,-13,0,0,1,-11
américa-mg,2011,22,internacional,internacional,-1,4,2,0,17,3,11,8,28,42,-14,0,1,2,-5
corinthians,2011,23,fluminense,fluminense,-1,1,0,0,43,13,6,4,35,23,12,0,1,-1,-11
vasco,2011,23,figueirense,-,-1,1,1,0,42,12,5,6,33,27,6,0,0,4,-1
são paulo,2011,23,grêmio,grêmio,-1,1,0,0,41,12,6,5,35,28,7,0,1,-1,-9
botafogo-rj,2011,23,coritiba,coritiba,-1,5,0,0,40,12,7,4,36,27,9,0,1,-1,-1
fluminense,2011,23,corinthians,fluminense,1,1,0,0,37,12,10,1,30,26,4,4,0,8,1
flamengo,2011,23,athlético-pr,athlético-pr,1,1,2,0,36,9,5,9,38,31,7,0,4,4,-4
internacional,2011,23,palmeiras,internacional,-1,0,3,0,35,9,6,8,39,30,9,2,0,9,-4
